origen,destino,distancia_km,tipo_transporte,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,clima,ocupacion_estimada
Industriales,Aguacatala,10.6,Caminando,Martes,3,0,0,22.0,10547,1,Tormenta,10
Exposiciones,Hospital,2.7,Bus,Martes,1,0,0,0.9,2222,2,Lluvia,10
Caribe,Tricentenario,2.5,Metro,Domingo,3,0,1,0.7,2478,1,Tormenta,87
Aguacatala,Madera,10.0,Caminando,Sabado,0,0,1,17.5,9740,3,Soleado,58
Tricentenario,Universidad,10.8,Taxi,Sabado,22,0,1,1.7,10595,2,Soleado,67
Itagui,La Estrella,12.1,Bus,Domingo,0,0,1,4.4,11023,1,Nublado,20
Exposiciones,San Javier,5.0,Cable,Miercoles,17,1,0,1.5,4625,3,Soleado,25
Sabaneta,Parque Berrio,13.9,Taxi,Viernes,21,0,0,3.0,14164,3,Tormenta,53
Bello,Exposiciones,1.9,Bus,Jueves,15,0,0,0.5,2058,0,Lluvia,71
Envigado,Bello,3.2,Cable,Sabado,2,0,1,0.6,3200,3,Tormenta,13
Exposiciones,San Javier,5.7,Cable,Jueves,13,1,0,1.5,6133,2,Nublado,19
Tricentenario,Industriales,6.8,Caminando,Lunes,20,0,0,15.8,6433,1,Lluvia,34
Niquia,Madera,11.8,Metro,Martes,14,1,0,5.9,13641,1,Nublado,99
Santa Lucia,Madera,5.8,Bus,Sabado,8,1,1,3.9,6455,1,Nublado,71
Estadio,Envigado,12.2,Taxi,Sabado,15,0,1,2.4,10199,2,Nublado,77
Tricentenario,Bello,12.4,Metro,Jueves,8,1,0,6.4,11768,1,Tormenta,66
Suramericana,Hospital,3.6,Taxi,Domingo,4,0,1,0.6,3283,1,Tormenta,56
San Javier,Exposiciones,14.7,Taxi,Jueves,19,1,0,3.9,14965,1,Nublado,45
Cisneros,Suramericana,12.6,Caminando,Miercoles,22,0,0,20.4,10962,2,Soleado,62
Itagui,Tricentenario,8.5,Caminando,Domingo,10,0,1,15.9,9724,0,Tormenta,26
Estadio,Poblado,9.4,Cable,Miercoles,15,0,0,1.8,7623,3,Nublado,42
San Javier,Prado,5.2,Bus,Viernes,4,0,0,2.5,4170,1,Nublado,35
Parque Berrio,Ayura,5.0,Cable,Jueves,22,0,0,1.0,5450,3,Nublado,57
Acevedo,Envigado,7.4,Taxi,Miercoles,20,0,0,1.3,7925,1,Soleado,47
Poblado,Itagui,10.0,Bus,Lunes,6,1,0,8.1,11570,2,Lluvia,18
Santa Lucia,Exposiciones,1.2,Cable,Jueves,23,0,0,0.2,1372,1,Tormenta,35
Niquia,Tricentenario,12.5,Metro,Miercoles,4,0,0,4.7,14600,2,Lluvia,26
Exposiciones,Prado,6.9,Caminando,Martes,6,1,0,68.4,6106,3,Tormenta,91
Madera,Floresta,10.0,Bus,Martes,0,0,0,3.4,10220,1,Soleado,81
Alpujarra,Poblado,2.6,Taxi,Sabado,22,0,1,0.4,2571,0,Nublado,57
Bello,San Javier,5.1,Metro,Domingo,3,0,1,1.4,5462,0,Soleado,37
Ayura,Estadio,5.0,Caminando,Jueves,20,0,0,10.6,4155,2,Nublado,18
Alpujarra,Industriales,10.6,Cable,Jueves,10,0,0,2.3,11914,0,Lluvia,75
La Estrella,Universidad,5.9,Cable,Domingo,14,1,1,1.4,5027,3,Lluvia,58
Parque Berrio,Aguacatala,1.5,Metro,Domingo,14,1,1,1.0,1554,0,Tormenta,87
Ayura,Floresta,7.8,Caminando,Jueves,22,0,0,13.1,7699,3,Tormenta,76
Industriales,Acevedo,12.6,Metro,Domingo,18,1,1,5.9,13432,1,Nublado,30
Industriales,Madera,13.1,Cable,Miercoles,23,0,0,2.5,11869,2,Nublado,42
Alpujarra,San Javier,6.9,Caminando,Martes,18,1,0,18.5,6803,1,Nublado,84
La Estrella,Itagui,6.4,Caminando,Martes,9,0,0,13.6,7661,3,Lluvia,81
Bello,Acevedo,7.0,Taxi,Sabado,8,1,1,8.0,6321,0,Nublado,75
San Antonio,Universidad,11.6,Bus,Lunes,5,0,0,4.4,13120,1,Lluvia,50
Madera,San Javier,5.5,Taxi,Martes,1,0,0,1.3,5242,3,Soleado,40
Niquia,Cisneros,8.5,Caminando,Jueves,6,1,0,26.8,6834,3,Nublado,81
Santa Lucia,Caribe,13.9,Cable,Lunes,15,0,0,3.0,16527,2,Nublado,50
Tricentenario,Floresta,3.8,Cable,Lunes,16,0,0,0.8,3899,0,Nublado,19
Bello,Caribe,10.5,Taxi,Viernes,6,1,0,3.6,10269,3,Tormenta,70
Acevedo,Suramericana,10.5,Caminando,Miercoles,13,1,0,33.4,12212,3,Lluvia,61
Exposiciones,Suramericana,9.5,Cable,Lunes,9,0,0,2.0,8740,1,Lluvia,44
Niquia,Bello,14.1,Caminando,Lunes,4,0,0,32.0,16144,3,Lluvia,35
Estadio,Poblado,2.8,Caminando,Domingo,22,0,1,4.7,2610,1,Soleado,68
Niquia,Exposiciones,6.9,Taxi,Martes,21,0,0,1.6,7776,0,Soleado,52
Bello,Estadio,10.9,Metro,Jueves,2,0,0,4.2,8884,0,Nublado,61
Alpujarra,Itagui,12.8,Caminando,Jueves,21,0,0,29.8,13875,1,Nublado,50
Parque Berrio,Envigado,13.5,Caminando,Miercoles,11,1,0,38.0,14054,0,Lluvia,59
Hospital,Floresta,12.9,Caminando,Jueves,20,0,0,27.6,11339,0,Nublado,21
Aguacatala,Floresta,6.1,Bus,Miercoles,13,1,0,3.9,5917,2,Nublado,73
San Javier,Tricentenario,10.6,Taxi,Jueves,1,0,0,2.4,8586,3,Soleado,21
Parque Berrio,Santa Lucia,9.2,Cable,Jueves,10,0,0,1.9,8335,1,Tormenta,24
Exposiciones,San Javier,14.8,Bus,Jueves,20,0,0,5.3,16798,1,Tormenta,86
Santa Lucia,Suramericana,1.8,Bus,Martes,2,0,0,0.5,1987,1,Soleado,80
Poblado,Envigado,3.4,Metro,Jueves,9,0,0,1.2,3301,2,Soleado,52
Envigado,La Estrella,9.7,Bus,Domingo,21,0,1,3.3,11262,1,Tormenta,63
Industriales,Madera,8.5,Bus,Sabado,12,1,1,5.7,7404,1,Tormenta,76
Madera,Exposiciones,11.8,Caminando,Jueves,14,1,0,46.7,10762,0,Soleado,14
Alpujarra,Santa Lucia,1.1,Caminando,Sabado,21,0,1,2.3,993,3,Lluvia,27
Acevedo,Itagui,3.0,Caminando,Miercoles,23,0,0,5.8,3024,2,Soleado,23
Exposiciones,Cisneros,8.1,Cable,Jueves,15,0,0,1.6,6998,1,Tormenta,40
Industriales,Itagui,1.3,Caminando,Domingo,21,0,1,2.8,1556,1,Tormenta,61
Caribe,Sabaneta,7.1,Bus,Sabado,13,1,1,14.4,6383,3,Tormenta,20
Exposiciones,San Antonio,7.5,Bus,Domingo,17,1,1,4.5,8055,0,Nublado,51
San Antonio,La Estrella,7.1,Cable,Miercoles,14,1,0,2.7,5765,1,Lluvia,78
Niquia,Alpujarra,2.7,Metro,Viernes,22,0,0,0.9,3237,3,Lluvia,71
Envigado,Sabaneta,9.3,Bus,Lunes,2,0,0,4.7,9319,2,Soleado,78
Envigado,Poblado,8.4,Metro,Viernes,3,0,0,2.3,8266,0,Soleado,87
Caribe,Parque Berrio,8.3,Taxi,Sabado,22,0,1,1.6,8723,2,Tormenta,16
La Estrella,Hospital,1.3,Metro,Viernes,18,1,0,0.6,1048,0,Tormenta,90
Bello,Ayura,6.6,Taxi,Sabado,18,1,1,2.1,5821,1,Nublado,62
Sabaneta,Universidad,6.4,Metro,Viernes,17,1,0,3.2,7213,1,Soleado,27
Suramericana,Prado,2.9,Bus,Jueves,20,0,0,1.3,2859,1,Tormenta,91
Parque Berrio,Niquia,12.3,Taxi,Jueves,22,0,0,2.8,14010,2,Tormenta,96
Estadio,Aguacatala,8.6,Taxi,Domingo,23,0,1,1.7,9718,2,Lluvia,57
Hospital,Parque Berrio,10.2,Taxi,Lunes,8,1,0,4.4,10343,2,Nublado,95
Floresta,Prado,10.3,Caminando,Sabado,9,0,1,24.1,10496,1,Tormenta,73
Universidad,Poblado,4.4,Cable,Martes,16,0,0,0.8,4554,3,Lluvia,77
Aguacatala,Niquia,3.2,Caminando,Sabado,9,0,1,7.4,3558,1,Lluvia,48
Hospital,Estadio,13.1,Cable,Domingo,22,0,1,7.3,12524,2,Soleado,56
Floresta,Bello,6.6,Caminando,Lunes,17,1,0,19.6,5940,2,Nublado,87
Estadio,Universidad,7.3,Caminando,Viernes,22,0,0,17.0,6366,2,Lluvia,91
Suramericana,Alpujarra,1.9,Metro,Domingo,17,1,1,0.9,1864,0,Nublado,98
Santa Lucia,La Estrella,10.2,Metro,Martes,10,0,0,4.0,9251,2,Nublado,18
Tricentenario,Aguacatala,12.5,Caminando,Viernes,21,0,0,27.5,14850,2,Nublado,20
Suramericana,Floresta,10.2,Metro,Jueves,4,0,0,3.5,9027,3,Lluvia,33
Poblado,Prado,13.7,Bus,Viernes,13,1,0,9.5,14632,2,Tormenta,38
Ayura,Universidad,5.1,Caminando,Sabado,11,1,1,17.2,4182,0,Nublado,51
Acevedo,Madera,12.6,Cable,Domingo,9,0,1,2.4,14515,3,Soleado,63
Tricentenario,Ayura,7.4,Bus,Lunes,3,0,0,2.5,6275,1,Soleado,95
San Antonio,Ayura,11.7,Taxi,Martes,23,0,0,2.1,13864,3,Soleado,75
Prado,Envigado,6.5,Metro,Viernes,20,0,0,1.7,5395,3,Nublado,20
Sabaneta,Industriales,14.3,Bus,Sabado,7,1,1,8.5,13885,0,Lluvia,88
Cisneros,Itagui,7.2,Caminando,Sabado,4,0,1,15.4,6394,1,Lluvia,39
Cisneros,Estadio,5.3,Caminando,Domingo,16,0,1,9.9,6021,2,Nublado,17
Tricentenario,Exposiciones,6.1,Caminando,Lunes,12,1,0,19.1,7131,1,Soleado,41
Prado,Tricentenario,6.3,Cable,Sabado,11,1,1,1.9,6105,2,Soleado,46
La Estrella,Prado,10.1,Bus,Jueves,16,0,0,3.4,9999,1,Soleado,14
San Javier,La Estrella,7.8,Bus,Domingo,18,1,1,10.4,8572,0,Tormenta,87
Tricentenario,Industriales,13.0,Taxi,Domingo,14,1,1,4.5,14482,0,Soleado,74
Aguacatala,Hospital,9.3,Caminando,Viernes,5,0,0,16.7,7793,2,Tormenta,37
San Javier,Poblado,6.0,Cable,Viernes,3,0,0,1.2,6294,0,Tormenta,92
Parque Berrio,Exposiciones,6.2,Caminando,Jueves,23,0,0,10.9,5964,0,Soleado,32
Niquia,Caribe,8.8,Cable,Miercoles,7,1,0,2.2,9909,2,Soleado,31
Sabaneta,San Antonio,1.7,Caminando,Jueves,14,1,0,15.1,1538,2,Tormenta,97
Santa Lucia,Poblado,8.5,Taxi,Lunes,20,0,0,1.9,8644,0,Soleado,19
Hospital,Itagui,1.7,Bus,Domingo,5,0,1,0.8,1572,2,Tormenta,17
Acevedo,Itagui,2.4,Taxi,Domingo,4,0,1,0.5,2364,1,Nublado,14
Estadio,Envigado,13.3,Bus,Miercoles,23,0,0,5.9,15561,3,Nublado,63
Cisneros,Niquia,10.1,Bus,Viernes,18,1,0,8.1,11181,0,Tormenta,75
Itagui,Floresta,7.7,Taxi,Viernes,15,0,0,2.6,7169,0,Soleado,70
Niquia,Aguacatala,8.8,Metro,Lunes,7,1,0,4.4,9434,2,Soleado,33
Universidad,Aguacatala,11.7,Metro,Domingo,11,1,1,7.2,10940,2,Lluvia,43
Alpujarra,Poblado,5.8,Caminando,Sabado,4,0,1,11.1,5191,3,Tormenta,73
Madera,Prado,10.6,Cable,Domingo,23,0,1,2.2,12550,1,Tormenta,40
Itagui,Alpujarra,11.7,Cable,Lunes,4,0,0,2.3,12613,1,Soleado,57
Alpujarra,Ayura,8.6,Bus,Sabado,3,0,1,4.2,8136,0,Nublado,27
Universidad,Santa Lucia,5.2,Taxi,Lunes,12,1,0,2.1,5288,1,Nublado,10
Parque Berrio,Santa Lucia,11.9,Metro,Jueves,14,1,0,5.9,11793,1,Lluvia,75
Hospital,Acevedo,3.9,Caminando,Miercoles,17,1,0,31.0,3744,3,Tormenta,85
Ayura,Aguacatala,1.0,Metro,Lunes,12,1,0,0.4,1128,1,Tormenta,39
Santa Lucia,Madera,11.9,Taxi,Jueves,5,0,0,2.6,10210,1,Tormenta,17
Exposiciones,San Antonio,1.6,Caminando,Viernes,8,1,0,4.3,1398,0,Soleado,79
Poblado,Caribe,7.7,Bus,Sabado,5,0,1,8.7,7916,3,Soleado,71
San Antonio,Santa Lucia,12.7,Cable,Sabado,19,1,1,3.6,14211,0,Lluvia,30
Tricentenario,Acevedo,8.6,Cable,Miercoles,3,0,0,1.7,8712,2,Soleado,80
Sabaneta,Envigado,7.9,Metro,Domingo,13,1,1,4.6,9172,2,Tormenta,41
Acevedo,Poblado,14.7,Bus,Martes,5,0,0,5.4,13098,3,Soleado,63
Sabaneta,Parque Berrio,13.8,Caminando,Miercoles,6,1,0,37.2,12530,0,Tormenta,77
Caribe,Floresta,8.0,Metro,Viernes,6,1,0,4.0,9192,1,Soleado,59
Hospital,Cisneros,2.1,Bus,Lunes,3,0,0,0.9,1968,0,Soleado,49
Santa Lucia,Sabaneta,9.4,Metro,Lunes,15,0,0,3.4,11252,2,Nublado,53
Santa Lucia,Industriales,3.1,Bus,Lunes,19,1,0,2.7,3481,1,Nublado,51
Estadio,San Antonio,12.7,Metro,Miercoles,8,1,0,6.4,10592,2,Tormenta,63
Caribe,Acevedo,12.4,Bus,Domingo,6,1,1,6.0,13714,2,Lluvia,43
Acevedo,Hospital,2.3,Caminando,Viernes,10,0,0,4.4,2548,1,Soleado,70
Sabaneta,Exposiciones,11.9,Caminando,Viernes,23,0,0,25.0,12126,2,Lluvia,84
Envigado,Poblado,8.9,Bus,Miercoles,8,1,0,6.6,7610,3,Tormenta,91
Estadio,Universidad,6.6,Taxi,Domingo,2,0,1,1.0,6006,3,Nublado,64
Poblado,Niquia,7.7,Cable,Domingo,4,0,1,1.5,6198,1,Lluvia,26
La Estrella,Caribe,12.4,Bus,Lunes,3,0,0,3.7,11470,1,Nublado,65
San Antonio,Parque Berrio,10.1,Metro,Martes,17,1,0,4.5,10938,2,Nublado,95
San Javier,Niquia,12.3,Bus,Domingo,8,1,1,7.4,12595,3,Lluvia,99
Madera,Tricentenario,14.7,Caminando,Jueves,21,0,0,28.4,16361,2,Soleado,49
Aguacatala,Alpujarra,13.6,Bus,Viernes,17,1,0,7.8,11805,2,Lluvia,21
San Javier,La Estrella,6.4,Caminando,Miercoles,16,0,0,10.6,7674,0,Soleado,92
Universidad,Alpujarra,3.5,Cable,Viernes,19,1,0,1.3,3112,1,Tormenta,58
Santa Lucia,Exposiciones,9.4,Cable,Domingo,21,0,1,2.0,8639,1,Tormenta,21
Itagui,Prado,9.5,Metro,Lunes,20,0,0,2.6,8721,2,Nublado,45
La Estrella,San Javier,6.9,Bus,Sabado,0,0,1,2.2,6472,3,Nublado,35
Suramericana,Parque Berrio,14.3,Caminando,Viernes,19,1,0,39.7,16831,3,Tormenta,88
Prado,Estadio,12.4,Metro,Miercoles,13,1,0,5.1,12350,1,Lluvia,53
Niquia,Aguacatala,9.1,Taxi,Martes,10,0,0,1.7,9883,2,Lluvia,71
Cisneros,La Estrella,12.3,Metro,Jueves,18,1,0,7.6,11156,2,Soleado,70
Exposiciones,San Antonio,12.2,Metro,Martes,14,1,0,5.3,13432,2,Lluvia,27
Envigado,Ayura,11.4,Cable,Sabado,8,1,1,3.5,11651,3,Tormenta,85
Envigado,La Estrella,6.7,Caminando,Martes,14,1,0,18.6,5434,3,Soleado,20
Prado,La Estrella,14.5,Cable,Miercoles,2,0,0,2.7,16907,3,Soleado,53
Exposiciones,Ayura,1.0,Taxi,Domingo,13,1,1,0.3,810,0,Tormenta,72
San Javier,Parque Berrio,3.9,Taxi,Jueves,23,0,0,0.9,3853,3,Lluvia,12
Prado,Alpujarra,6.7,Metro,Jueves,10,0,0,2.4,6144,3,Lluvia,49
Bello,Caribe,2.0,Taxi,Miercoles,17,1,0,0.7,1938,3,Soleado,48
Bello,Caribe,8.5,Taxi,Miercoles,21,0,0,2.0,8662,1,Tormenta,48
Ayura,Cisneros,8.2,Metro,Miercoles,13,1,0,3.6,8905,0,Tormenta,35
San Antonio,Envigado,1.3,Taxi,Jueves,0,0,0,0.2,1331,3,Lluvia,20
Suramericana,Sabaneta,3.1,Bus,Miercoles,9,0,0,1.5,3208,2,Tormenta,70
Bello,Hospital,1.7,Cable,Martes,13,1,0,0.5,1952,2,Nublado,90
Sabaneta,Prado,11.5,Cable,Jueves,19,1,0,3.4,13168,1,Nublado,38
Alpujarra,Aguacatala,7.3,Cable,Sabado,15,0,1,1.4,7504,2,Lluvia,55
Poblado,Aguacatala,13.5,Cable,Domingo,21,0,1,2.6,13864,2,Soleado,75
Sabaneta,Envigado,12.0,Caminando,Lunes,15,0,0,28.5,13356,2,Lluvia,93
Hospital,San Antonio,9.2,Caminando,Miercoles,10,0,0,21.0,9522,2,Soleado,40
Aguacatala,Exposiciones,4.9,Cable,Domingo,17,1,1,1.3,5120,3,Tormenta,55
Madera,San Antonio,5.2,Caminando,Sabado,11,1,1,14.5,5892,1,Soleado,89
Itagui,Bello,9.0,Metro,Miercoles,22,0,0,2.7,9081,2,Tormenta,55
Floresta,Ayura,11.1,Bus,Domingo,23,0,1,4.0,10767,3,Lluvia,41
San Antonio,Caribe,7.0,Bus,Sabado,4,0,1,2.0,8001,0,Soleado,43
Poblado,Niquia,11.3,Caminando,Lunes,2,0,0,25.4,13390,2,Tormenta,19
Madera,La Estrella,12.7,Caminando,Domingo,18,1,1,40.9,12217,1,Tormenta,45
Exposiciones,Poblado,7.6,Metro,Lunes,23,0,0,2.5,8580,3,Tormenta,95
Niquia,Parque Berrio,10.4,Cable,Domingo,13,1,1,3.8,9100,0,Lluvia,27
Alpujarra,Industriales,1.2,Taxi,Martes,18,1,0,0.3,1391,1,Nublado,10
Floresta,Caribe,6.9,Caminando,Sabado,5,0,1,30.5,7217,1,Tormenta,32
Tricentenario,Madera,4.0,Taxi,Miercoles,11,1,0,0.9,4192,2,Tormenta,41
Universidad,Itagui,11.3,Caminando,Domingo,8,1,1,31.3,10780,1,Soleado,34
San Antonio,La Estrella,14.0,Taxi,Domingo,3,0,1,3.1,16366,1,Tormenta,92
Hospital,Exposiciones,6.8,Metro,Viernes,23,0,0,2.7,7106,2,Soleado,36
Madera,Hospital,1.1,Taxi,Domingo,16,0,1,0.2,1030,3,Lluvia,78
Cisneros,Madera,9.9,Taxi,Viernes,19,1,0,3.4,9652,0,Lluvia,100
San Javier,Cisneros,5.6,Metro,Sabado,17,1,1,3.6,4794,3,Tormenta,54
Estadio,Sabaneta,14.2,Bus,Lunes,17,1,0,6.1,15506,0,Soleado,17
Universidad,Itagui,4.6,Metro,Martes,12,1,0,3.0,4048,0,Lluvia,83
Poblado,Estadio,3.4,Bus,Lunes,18,1,0,1.9,3233,0,Soleado,47
Floresta,Exposiciones,5.7,Metro,Viernes,7,1,0,3.0,4742,2,Nublado,14
Universidad,Bello,7.2,Taxi,Domingo,0,0,1,1.1,5933,3,Lluvia,88
Envigado,Parque Berrio,11.4,Taxi,Viernes,14,1,0,3.6,11012,2,Soleado,81
Floresta,Caribe,6.7,Caminando,Jueves,3,0,0,14.0,6271,2,Nublado,17
Industriales,Parque Berrio,1.3,Metro,Jueves,23,0,0,0.5,1538,3,Tormenta,98
Sabaneta,Madera,3.2,Metro,Viernes,22,0,0,1.0,2762,3,Nublado,63
Cisneros,Ayura,9.9,Bus,Miercoles,21,0,0,4.0,9950,1,Tormenta,89
Itagui,Suramericana,9.8,Cable,Domingo,0,0,1,2.0,11388,0,Soleado,11
Alpujarra,Sabaneta,7.9,Bus,Jueves,21,0,0,3.7,8161,0,Nublado,30
Tricentenario,Niquia,13.8,Metro,Jueves,21,0,0,4.2,14518,1,Lluvia,34
Envigado,Poblado,2.2,Metro,Domingo,19,1,1,1.2,2132,0,Nublado,90
Ayura,Exposiciones,8.7,Metro,Lunes,1,0,0,2.5,7769,2,Soleado,63
Suramericana,Alpujarra,14.4,Taxi,Martes,8,1,0,4.9,11822,0,Lluvia,20
La Estrella,Ayura,6.5,Caminando,Martes,10,0,0,14.0,5512,3,Lluvia,90
Cisneros,Alpujarra,8.4,Cable,Lunes,7,1,0,2.8,8207,3,Nublado,19
Universidad,Industriales,13.4,Metro,Sabado,20,0,1,3.8,11323,0,Nublado,81
Exposiciones,Niquia,10.3,Taxi,Jueves,18,1,0,3.5,11484,0,Nublado,75
Niquia,Hospital,13.0,Taxi,Martes,23,0,0,2.6,15483,2,Nublado,81
Caribe,Floresta,9.2,Caminando,Jueves,9,0,0,20.3,10010,0,Lluvia,39
Parque Berrio,Aguacatala,13.4,Bus,Miercoles,7,1,0,10.3,11095,2,Nublado,26
San Javier,Estadio,13.1,Cable,Miercoles,0,0,0,2.8,14672,3,Lluvia,58
Santa Lucia,San Javier,11.8,Bus,Viernes,5,0,0,6.0,10561,1,Nublado,78
Niquia,Suramericana,4.4,Metro,Sabado,6,1,1,2.0,4290,3,Lluvia,97
Cisneros,Industriales,8.0,Cable,Martes,20,0,0,1.6,7720,1,Tormenta,44
Floresta,Prado,5.7,Caminando,Lunes,18,1,0,14.0,5951,2,Lluvia,97
Suramericana,Santa Lucia,13.9,Taxi,Martes,20,0,0,3.1,14942,3,Lluvia,21
San Javier,Madera,7.0,Taxi,Sabado,12,1,1,1.7,6020,3,Tormenta,42
San Antonio,Hospital,12.0,Taxi,Lunes,13,1,0,2.8,11508,0,Tormenta,66
Ayura,La Estrella,13.8,Cable,Viernes,23,0,0,2.5,13510,1,Soleado,24
Exposiciones,Cisneros,9.1,Bus,Lunes,2,0,0,4.0,8581,1,Nublado,77
Prado,Suramericana,7.7,Caminando,Lunes,9,0,0,14.8,8632,2,Tormenta,93
Santa Lucia,Bello,4.8,Metro,Viernes,16,0,0,1.8,4574,0,Soleado,52
Hospital,Aguacatala,6.6,Bus,Viernes,16,0,0,3.0,6448,2,Lluvia,44
Industriales,Niquia,13.5,Taxi,Martes,18,1,0,3.6,12636,3,Nublado,73
Tricentenario,Bello,9.7,Taxi,Miercoles,12,1,0,2.4,10389,2,Tormenta,66
Floresta,La Estrella,3.4,Bus,Domingo,11,1,1,1.8,3278,1,Nublado,12
San Javier,Aguacatala,2.3,Cable,Martes,10,0,0,0.4,2146,1,Lluvia,60
Aguacatala,San Javier,1.0,Caminando,Sabado,9,0,1,2.0,811,3,Lluvia,20
San Javier,Cisneros,9.5,Caminando,Martes,18,1,0,24.2,8341,2,Lluvia,22
Suramericana,Parque Berrio,10.4,Caminando,Miercoles,10,0,0,20.2,11201,1,Nublado,76
Estadio,La Estrella,4.8,Taxi,Sabado,18,1,1,1.4,5270,0,Tormenta,12
Alpujarra,San Antonio,9.9,Taxi,Lunes,8,1,0,3.2,10306,3,Soleado,53
Industriales,Cisneros,12.6,Caminando,Lunes,4,0,0,22.8,10420,3,Tormenta,98
Hospital,San Antonio,9.3,Metro,Viernes,6,1,0,5.5,7961,0,Lluvia,92
Prado,Aguacatala,4.4,Cable,Lunes,9,0,0,0.8,4110,3,Nublado,32
Alpujarra,Exposiciones,4.6,Cable,Domingo,10,0,1,0.9,5400,3,Lluvia,22
Exposiciones,Itagui,4.0,Taxi,Sabado,11,1,1,1.2,4296,2,Lluvia,54
Envigado,Niquia,12.7,Caminando,Jueves,15,0,0,24.0,14402,3,Tormenta,15
Tricentenario,Cisneros,11.9,Caminando,Jueves,20,0,0,22.9,14030,2,Tormenta,10
Parque Berrio,Niquia,12.3,Cable,Sabado,8,1,1,4.1,11439,3,Tormenta,98
Hospital,San Antonio,9.0,Metro,Domingo,11,1,1,5.6,8505,2,Tormenta,14
Acevedo,Aguacatala,2.4,Metro,Martes,19,1,0,1.0,2729,0,Soleado,66
Floresta,Bello,9.0,Cable,Domingo,18,1,1,2.7,9630,2,Lluvia,97
Acevedo,Industriales,9.1,Bus,Miercoles,23,0,0,4.3,10865,3,Tormenta,61
San Javier,Hospital,15.0,Taxi,Sabado,13,1,1,4.6,16035,3,Soleado,72
Bello,Aguacatala,4.8,Bus,Lunes,17,1,0,2.0,4099,1,Soleado,19
Prado,Universidad,3.3,Metro,Jueves,14,1,0,2.1,3323,1,Lluvia,71
Santa Lucia,Suramericana,14.3,Caminando,Jueves,14,1,0,46.2,17060,0,Soleado,68
San Javier,Estadio,12.8,Bus,Domingo,20,0,1,5.3,10394,1,Lluvia,33
San Javier,Industriales,10.9,Bus,Sabado,18,1,1,7.1,12971,3,Tormenta,84
Acevedo,Madera,12.2,Bus,Jueves,4,0,0,3.9,13859,1,Lluvia,30
Suramericana,Exposiciones,12.1,Metro,Martes,18,1,0,7.0,11737,2,Tormenta,50
Poblado,Prado,3.5,Taxi,Domingo,11,1,1,1.1,2936,0,Soleado,98
Envigado,Santa Lucia,13.9,Taxi,Jueves,6,1,0,4.2,12135,0,Nublado,80
Cisneros,La Estrella,7.2,Caminando,Viernes,22,0,0,17.0,6869,0,Lluvia,73
Madera,Parque Berrio,1.4,Cable,Miercoles,4,0,0,0.3,1294,1,Nublado,51
Prado,Bello,3.4,Metro,Miercoles,5,0,0,1.0,3060,0,Tormenta,60
Parque Berrio,Aguacatala,14.9,Cable,Viernes,23,0,0,3.1,12740,1,Tormenta,58
Tricentenario,Estadio,6.9,Caminando,Viernes,0,0,0,13.7,7762,3,Nublado,22
Aguacatala,Tricentenario,8.9,Metro,Domingo,17,1,1,4.3,9737,1,Soleado,38
Cisneros,San Javier,12.1,Bus,Viernes,9,0,0,4.1,11519,0,Soleado,61
Bello,Alpujarra,6.4,Bus,Sabado,21,0,1,3.2,6982,0,Tormenta,92
Niquia,Prado,10.9,Taxi,Sabado,10,0,1,2.3,9407,0,Lluvia,81
Itagui,Acevedo,9.1,Bus,Miercoles,17,1,0,4.7,7826,2,Nublado,18
Sabaneta,Hospital,6.6,Cable,Miercoles,10,0,0,1.2,6706,0,Tormenta,56
Suramericana,Prado,3.8,Caminando,Lunes,4,0,0,9.1,4511,2,Nublado,97
Cisneros,Sabaneta,7.3,Metro,Viernes,13,1,0,4.1,7001,2,Lluvia,58
Itagui,Universidad,11.3,Taxi,Martes,0,0,0,2.0,13458,0,Nublado,79
Hospital,Universidad,8.2,Metro,Lunes,10,0,0,2.9,8930,0,Nublado,53
Suramericana,Estadio,14.0,Caminando,Jueves,3,0,0,23.3,11382,1,Soleado,54
Industriales,Envigado,2.0,Cable,Jueves,18,1,0,0.7,1936,0,Tormenta,42
Envigado,Cisneros,3.9,Bus,Viernes,20,0,0,1.5,3350,3,Tormenta,68
Poblado,Santa Lucia,4.9,Cable,Sabado,0,0,1,0.9,5562,3,Nublado,20
La Estrella,Suramericana,4.2,Cable,Viernes,1,0,0,0.8,4969,3,Lluvia,73
Prado,Alpujarra,13.6,Metro,Miercoles,9,0,0,5.2,15749,3,Nublado,24
Envigado,Madera,12.8,Taxi,Viernes,0,0,0,2.1,14131,2,Lluvia,71
Industriales,Acevedo,14.3,Metro,Martes,1,0,0,4.9,14729,2,Lluvia,96
Floresta,Alpujarra,8.2,Cable,Martes,14,1,0,2.4,8979,1,Lluvia,74
San Antonio,Prado,9.5,Metro,Martes,18,1,0,4.7,9291,3,Soleado,65
Exposiciones,Estadio,1.9,Caminando,Domingo,5,0,1,3.8,2280,3,Soleado,89
Estadio,Poblado,7.6,Cable,Viernes,14,1,0,2.2,7661,1,Tormenta,38
Aguacatala,Poblado,2.0,Caminando,Sabado,23,0,1,4.5,2048,1,Lluvia,25
Tricentenario,Itagui,10.2,Caminando,Domingo,5,0,1,16.6,11567,1,Lluvia,35
Caribe,Prado,12.0,Bus,Miercoles,7,1,0,6.3,11316,3,Soleado,61
