origen,destino,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,es_urgente,presupuesto,transporte_optimo
Industriales,Floresta,15.8,Sabado,22,0,1,0,medio,Metro
Industriales,Caribe,13.9,Domingo,18,1,1,0,medio,Metro
Bello,Caribe,14.6,Viernes,2,0,0,0,medio,Metro
Estadio,Santa Lucia,3.5,Jueves,19,1,0,0,bajo,Bus
Prado,Madera,18.8,Lunes,11,1,0,0,medio,Metro
Acevedo,Santa Lucia,17.7,Sabado,8,1,1,1,alto,Taxi
San Javier,Niquia,17.4,Sabado,22,0,1,1,bajo,Taxi
Poblado,Alpujarra,8.0,Domingo,9,0,1,1,medio,Taxi
San Antonio,Madera,1.2,Viernes,4,0,0,0,bajo,Caminando
Suramericana,Aguacatala,2.9,Sabado,10,0,1,0,medio,Bus
Santa Lucia,Poblado,18.9,Jueves,2,0,0,0,alto,Metro
Floresta,Aguacatala,4.5,Sabado,0,0,1,1,medio,Taxi
La Estrella,Ayura,5.3,Lunes,7,1,0,1,bajo,Taxi
Exposiciones,Bello,5.7,Jueves,18,1,0,0,bajo,Bus
Santa Lucia,Aguacatala,19.0,Domingo,23,0,1,1,medio,Taxi
Exposiciones,Prado,6.7,Viernes,13,1,0,0,bajo,Bus
La Estrella,Sabaneta,19.2,Martes,16,0,0,1,medio,Taxi
Prado,Floresta,11.3,Lunes,16,0,0,1,bajo,Taxi
Floresta,Exposiciones,17.1,Lunes,5,0,0,0,alto,Bus
Suramericana,Universidad,4.8,Miercoles,16,0,0,0,medio,Taxi
Sabaneta,Hospital,9.8,Viernes,15,0,0,0,alto,Taxi
Envigado,San Antonio,3.9,Sabado,4,0,1,0,medio,Bus
Madera,Parque Berrio,5.2,Domingo,17,1,1,0,alto,Bus
Floresta,Madera,14.5,Sabado,18,1,1,0,alto,Metro
Ayura,Santa Lucia,1.9,Lunes,4,0,0,1,medio,Taxi
Hospital,La Estrella,12.6,Lunes,20,0,0,0,bajo,Bus
Hospital,Prado,11.2,Domingo,18,1,1,0,medio,Bus
Acevedo,La Estrella,14.6,Jueves,2,0,0,0,alto,Bus
Estadio,Santa Lucia,10.1,Viernes,2,0,0,0,bajo,Bus
Industriales,Sabaneta,13.5,Sabado,22,0,1,0,medio,Taxi
Itagui,Envigado,19.6,Lunes,14,1,0,0,alto,Metro
Santa Lucia,Ayura,8.3,Viernes,9,0,0,1,alto,Taxi
San Antonio,Universidad,14.7,Viernes,12,1,0,0,bajo,Bus
Itagui,San Javier,9.3,Jueves,13,1,0,1,medio,Taxi
Floresta,Poblado,11.1,Sabado,21,0,1,1,bajo,Taxi
Floresta,Acevedo,2.3,Lunes,5,0,0,1,alto,Taxi
Acevedo,Alpujarra,5.7,Martes,22,0,0,0,bajo,Bus
Caribe,Alpujarra,7.8,Domingo,2,0,1,0,alto,Bus
Caribe,Tricentenario,7.4,Martes,10,0,0,1,medio,Taxi
Suramericana,Prado,14.0,Sabado,10,0,1,1,bajo,Taxi
Suramericana,Estadio,17.5,Domingo,2,0,1,0,medio,Bus
Niquia,Alpujarra,18.3,Sabado,14,1,1,0,medio,Bus
Parque Berrio,La Estrella,7.0,Jueves,1,0,0,0,medio,Metro
Alpujarra,Itagui,15.7,Lunes,15,0,0,0,bajo,Bus
Alpujarra,Floresta,11.9,Viernes,10,0,0,1,medio,Taxi
Alpujarra,San Antonio,2.8,Martes,23,0,0,0,medio,Metro
Cisneros,Parque Berrio,17.7,Lunes,9,0,0,1,bajo,Taxi
Sabaneta,Tricentenario,8.7,Jueves,1,0,0,0,medio,Metro
Aguacatala,Tricentenario,10.8,Domingo,14,1,1,0,bajo,Bus
Santa Lucia,Exposiciones,18.8,Lunes,0,0,0,1,medio,Taxi
Floresta,Alpujarra,12.9,Martes,1,0,0,1,alto,Taxi
Ayura,Floresta,18.1,Jueves,5,0,0,0,bajo,Bus
Caribe,Hospital,4.9,Martes,2,0,0,0,medio,Metro
Alpujarra,Exposiciones,7.7,Jueves,14,1,0,1,alto,Taxi
Tricentenario,Floresta,11.3,Jueves,7,1,0,0,bajo,Bus
Aguacatala,La Estrella,8.2,Martes,16,0,0,0,alto,Bus
Floresta,Santa Lucia,19.6,Viernes,10,0,0,1,medio,Taxi
Itagui,Parque Berrio,17.3,Martes,10,0,0,1,medio,Taxi
Acevedo,Tricentenario,2.4,Lunes,2,0,0,0,bajo,Taxi
Ayura,Aguacatala,7.8,Miercoles,12,1,0,1,medio,Taxi
Cisneros,San Javier,18.1,Viernes,17,1,0,0,alto,Bus
Parque Berrio,Hospital,17.5,Jueves,5,0,0,0,alto,Taxi
La Estrella,Ayura,6.5,Domingo,14,1,1,0,alto,Bus
Sabaneta,Cisneros,4.3,Martes,9,0,0,1,bajo,Taxi
Ayura,Prado,7.6,Lunes,3,0,0,0,bajo,Bus
Sabaneta,Aguacatala,1.3,Jueves,10,0,0,0,medio,Caminando
Universidad,Prado,17.3,Lunes,21,0,0,0,bajo,Bus
Aguacatala,Sabaneta,19.2,Martes,2,0,0,1,bajo,Taxi
Prado,Exposiciones,14.1,Jueves,0,0,0,1,bajo,Taxi
Envigado,Poblado,18.7,Miercoles,21,0,0,0,alto,Bus
Estadio,Acevedo,6.6,Viernes,22,0,0,1,medio,Taxi
Ayura,Prado,10.4,Domingo,7,1,1,1,bajo,Taxi
Sabaneta,Ayura,2.1,Miercoles,21,0,0,0,alto,Taxi
Ayura,Universidad,15.0,Sabado,5,0,1,1,medio,Taxi
La Estrella,Estadio,2.0,Lunes,22,0,0,0,bajo,Bus
Ayura,Estadio,2.8,Domingo,16,0,1,0,medio,Bus
Sabaneta,Poblado,14.6,Lunes,5,0,0,0,bajo,Bus
San Javier,Itagui,6.0,Jueves,0,0,0,1,alto,Taxi
Niquia,Sabaneta,15.7,Miercoles,11,1,0,1,bajo,Taxi
Suramericana,Industriales,10.4,Viernes,21,0,0,1,bajo,Taxi
Envigado,Universidad,1.4,Viernes,17,1,0,0,medio,Bus
Hospital,Prado,7.0,Lunes,14,1,0,1,bajo,Taxi
Prado,Alpujarra,9.9,Miercoles,5,0,0,1,bajo,Taxi
Tricentenario,Madera,2.3,Lunes,16,0,0,0,alto,Metro
La Estrella,Sabaneta,5.9,Martes,18,1,0,0,alto,Bus
Aguacatala,Envigado,5.7,Miercoles,8,1,0,1,alto,Taxi
Universidad,Suramericana,6.5,Domingo,9,0,1,1,alto,Taxi
Sabaneta,Itagui,12.7,Viernes,13,1,0,0,bajo,Bus
Ayura,Poblado,19.3,Jueves,1,0,0,0,bajo,Bus
Bello,Universidad,16.2,Miercoles,19,1,0,0,medio,Bus
Alpujarra,Cisneros,7.3,Viernes,22,0,0,1,medio,Taxi
Envigado,San Antonio,4.9,Lunes,8,1,0,1,medio,Taxi
Aguacatala,Prado,4.0,Viernes,16,0,0,0,bajo,Bus
Suramericana,Sabaneta,7.4,Sabado,20,0,1,1,bajo,Taxi
Parque Berrio,Ayura,16.6,Lunes,23,0,0,0,medio,Taxi
Estadio,Envigado,10.2,Sabado,13,1,1,0,alto,Metro
Itagui,Universidad,5.1,Miercoles,23,0,0,1,medio,Taxi
Exposiciones,Prado,13.0,Miercoles,19,1,0,1,bajo,Taxi
Prado,Santa Lucia,12.9,Martes,8,1,0,0,bajo,Bus
Santa Lucia,Cisneros,2.9,Jueves,11,1,0,0,alto,Bus
Exposiciones,Parque Berrio,15.9,Sabado,14,1,1,1,alto,Taxi
Bello,Aguacatala,16.0,Miercoles,16,0,0,1,bajo,Taxi
Tricentenario,Prado,13.4,Jueves,19,1,0,0,medio,Metro
San Javier,Sabaneta,8.6,Jueves,0,0,0,0,alto,Taxi
Alpujarra,Estadio,17.5,Miercoles,12,1,0,1,bajo,Taxi
Madera,Niquia,6.2,Jueves,23,0,0,1,alto,Taxi
Universidad,Exposiciones,15.7,Viernes,5,0,0,1,alto,Taxi
San Javier,Cisneros,18.6,Viernes,9,0,0,0,bajo,Bus
Suramericana,Sabaneta,19.4,Jueves,15,0,0,0,bajo,Bus
Universidad,Industriales,3.6,Sabado,13,1,1,0,alto,Metro
La Estrella,Universidad,4.6,Lunes,3,0,0,0,bajo,Metro
Aguacatala,Poblado,16.1,Jueves,15,0,0,0,alto,Taxi
Estadio,Aguacatala,19.9,Jueves,5,0,0,1,alto,Taxi
San Antonio,Itagui,10.9,Viernes,5,0,0,0,bajo,Bus
Industriales,San Antonio,17.3,Domingo,15,0,1,1,bajo,Taxi
Niquia,Bello,8.3,Miercoles,21,0,0,1,alto,Taxi
Prado,Exposiciones,9.5,Martes,5,0,0,1,alto,Taxi
Hospital,Bello,17.0,Miercoles,15,0,0,1,medio,Taxi
Alpujarra,Universidad,3.8,Martes,8,1,0,0,bajo,Bus
Santa Lucia,Sabaneta,5.0,Lunes,8,1,0,0,bajo,Bus
Itagui,Madera,9.9,Jueves,8,1,0,1,medio,Taxi
San Antonio,Envigado,6.3,Sabado,11,1,1,0,alto,Metro
Ayura,La Estrella,5.4,Sabado,5,0,1,0,bajo,Bus
San Javier,Exposiciones,10.9,Miercoles,4,0,0,1,medio,Taxi
Parque Berrio,San Javier,4.4,Lunes,2,0,0,0,medio,Metro
Santa Lucia,Caribe,17.6,Jueves,23,0,0,0,alto,Taxi
Acevedo,Prado,12.8,Jueves,9,0,0,1,alto,Taxi
Tricentenario,Cisneros,15.1,Jueves,7,1,0,1,medio,Taxi
Santa Lucia,Sabaneta,16.4,Domingo,11,1,1,1,medio,Taxi
Floresta,La Estrella,16.8,Jueves,3,0,0,0,medio,Metro
Universidad,Cisneros,14.5,Sabado,21,0,1,0,alto,Bus
Tricentenario,Parque Berrio,13.2,Viernes,12,1,0,0,medio,Taxi
Envigado,Acevedo,14.4,Jueves,1,0,0,1,alto,Taxi
Suramericana,Sabaneta,13.2,Viernes,14,1,0,0,medio,Metro
Prado,Floresta,10.2,Lunes,8,1,0,1,bajo,Taxi
Suramericana,Cisneros,11.1,Viernes,17,1,0,0,alto,Metro
Niquia,Caribe,13.5,Sabado,19,1,1,1,alto,Taxi
Itagui,Tricentenario,15.2,Miercoles,11,1,0,0,alto,Taxi
Envigado,Suramericana,4.5,Domingo,0,0,1,1,medio,Taxi
Hospital,Madera,1.8,Miercoles,7,1,0,1,alto,Taxi
Acevedo,Hospital,12.4,Martes,8,1,0,1,bajo,Taxi
Industriales,Parque Berrio,9.6,Sabado,13,1,1,1,bajo,Taxi
Suramericana,Prado,8.3,Martes,20,0,0,0,bajo,Bus
Niquia,Parque Berrio,9.0,Jueves,2,0,0,1,bajo,Taxi
Universidad,Prado,7.4,Domingo,9,0,1,0,bajo,Bus
Universidad,Ayura,16.0,Sabado,21,0,1,1,bajo,Taxi
Suramericana,Santa Lucia,13.5,Jueves,4,0,0,0,bajo,Bus
Sabaneta,Prado,16.7,Viernes,17,1,0,0,medio,Metro
Envigado,Acevedo,16.3,Jueves,4,0,0,0,bajo,Bus
Prado,San Javier,8.5,Lunes,15,0,0,0,bajo,Bus
Hospital,Industriales,8.1,Miercoles,8,1,0,1,bajo,Taxi
Bello,Industriales,9.7,Sabado,4,0,1,1,bajo,Taxi
Itagui,Estadio,11.8,Jueves,2,0,0,0,alto,Bus
Ayura,Acevedo,17.8,Viernes,7,1,0,0,medio,Metro
Itagui,Aguacatala,8.0,Lunes,23,0,0,0,medio,Taxi
Exposiciones,Niquia,8.9,Jueves,16,0,0,0,alto,Bus
Itagui,San Antonio,2.8,Viernes,14,1,0,0,bajo,Bus
Parque Berrio,La Estrella,3.3,Miercoles,11,1,0,0,bajo,Bus
Cisneros,Floresta,17.1,Lunes,22,0,0,1,medio,Taxi
Estadio,Santa Lucia,18.7,Miercoles,12,1,0,0,alto,Bus
La Estrella,Madera,1.3,Domingo,15,0,1,0,bajo,Bus
Tricentenario,Ayura,19.3,Lunes,1,0,0,1,bajo,Taxi
Estadio,Aguacatala,19.7,Sabado,15,0,1,0,medio,Taxi
Niquia,Acevedo,11.8,Sabado,1,0,1,1,medio,Taxi
Exposiciones,Industriales,15.3,Sabado,12,1,1,1,bajo,Taxi
Envigado,Acevedo,14.0,Domingo,11,1,1,1,medio,Taxi
Caribe,Acevedo,12.2,Viernes,3,0,0,0,bajo,Bus
San Javier,Industriales,17.4,Jueves,0,0,0,0,bajo,Bus
San Javier,Ayura,12.7,Domingo,23,0,1,1,bajo,Taxi
San Antonio,Prado,16.5,Jueves,3,0,0,1,alto,Taxi
Sabaneta,Parque Berrio,10.2,Jueves,9,0,0,0,bajo,Bus
San Javier,Industriales,3.6,Martes,1,0,0,1,medio,Taxi
San Javier,Hospital,15.1,Martes,19,1,0,0,bajo,Bus
Floresta,Santa Lucia,12.9,Lunes,8,1,0,1,medio,Taxi
San Antonio,San Javier,6.7,Miercoles,4,0,0,1,alto,Taxi
Parque Berrio,Prado,3.6,Lunes,8,1,0,1,alto,Taxi
Alpujarra,Hospital,12.0,Sabado,4,0,1,0,medio,Bus
Prado,La Estrella,2.5,Jueves,12,1,0,0,medio,Bus
Estadio,Prado,4.2,Domingo,4,0,1,1,alto,Taxi
San Antonio,Estadio,5.9,Martes,19,1,0,1,bajo,Taxi
Caribe,Cisneros,14.3,Viernes,19,1,0,1,medio,Taxi
Tricentenario,Bello,5.9,Lunes,23,0,0,0,medio,Taxi
Cisneros,Industriales,5.8,Viernes,15,0,0,1,medio,Taxi
Cisneros,Suramericana,9.0,Martes,1,0,0,0,medio,Bus
Prado,San Javier,16.5,Jueves,1,0,0,0,alto,Taxi
Estadio,Suramericana,4.3,Martes,12,1,0,1,medio,Taxi
Santa Lucia,Alpujarra,18.4,Domingo,12,1,1,1,bajo,Taxi
Caribe,Industriales,19.2,Lunes,23,0,0,0,bajo,Bus
Parque Berrio,Prado,18.6,Lunes,12,1,0,0,alto,Bus
Itagui,Parque Berrio,13.2,Martes,6,1,0,1,medio,Taxi
La Estrella,Estadio,16.3,Lunes,3,0,0,0,medio,Taxi
Acevedo,Floresta,10.7,Domingo,21,0,1,1,medio,Taxi
Bello,Santa Lucia,13.9,Domingo,13,1,1,0,medio,Metro
Itagui,Ayura,5.0,Domingo,20,0,1,0,alto,Taxi
Aguacatala,Alpujarra,1.0,Lunes,4,0,0,1,medio,Taxi
Hospital,Poblado,9.8,Viernes,18,1,0,0,bajo,Bus
San Antonio,La Estrella,3.9,Lunes,17,1,0,0,alto,Bus
Tricentenario,Madera,3.3,Sabado,2,0,1,0,medio,Metro
Estadio,Itagui,14.8,Miercoles,15,0,0,0,alto,Taxi
Suramericana,Acevedo,17.8,Martes,22,0,0,1,bajo,Taxi
Itagui,Hospital,1.9,Sabado,23,0,1,0,alto,Bus
Aguacatala,Industriales,6.0,Sabado,4,0,1,0,alto,Metro
Alpujarra,Aguacatala,7.6,Lunes,19,1,0,0,bajo,Bus
Hospital,Parque Berrio,14.5,Viernes,12,1,0,1,bajo,Taxi
Aguacatala,Ayura,4.9,Sabado,20,0,1,0,bajo,Bus
Universidad,Ayura,7.3,Domingo,6,1,1,1,alto,Taxi
Hospital,Suramericana,13.4,Jueves,14,1,0,1,alto,Taxi
Sabaneta,Caribe,9.6,Miercoles,12,1,0,0,bajo,Bus
Madera,Alpujarra,1.6,Lunes,0,0,0,0,alto,Bus
Industriales,Aguacatala,1.3,Viernes,1,0,0,1,bajo,Taxi
Tricentenario,Ayura,3.4,Domingo,7,1,1,0,bajo,Bus
Niquia,La Estrella,3.5,Lunes,20,0,0,1,medio,Taxi
Madera,Santa Lucia,14.4,Sabado,15,0,1,0,medio,Bus
La Estrella,Prado,7.4,Martes,12,1,0,0,medio,Metro
La Estrella,San Javier,12.8,Viernes,14,1,0,1,medio,Taxi
Niquia,Sabaneta,6.0,Jueves,9,0,0,0,bajo,Bus
Niquia,Madera,1.0,Jueves,5,0,0,0,medio,Bus
Estadio,Hospital,5.8,Miercoles,10,0,0,1,alto,Taxi
Caribe,La Estrella,12.8,Sabado,11,1,1,1,medio,Taxi
Tricentenario,Caribe,3.0,Martes,7,1,0,1,medio,Taxi
Estadio,Universidad,3.2,Viernes,14,1,0,1,alto,Taxi
Madera,Tricentenario,14.5,Lunes,6,1,0,0,alto,Metro
Cisneros,Prado,17.7,Martes,6,1,0,0,alto,Bus
Universidad,Suramericana,4.6,Domingo,4,0,1,0,medio,Bus
Cisneros,Poblado,20.0,Sabado,8,1,1,0,medio,Bus
Sabaneta,Niquia,2.3,Miercoles,20,0,0,0,medio,Bus
Ayura,Hospital,3.6,Martes,9,0,0,0,medio,Metro
La Estrella,Madera,12.6,Viernes,6,1,0,1,alto,Taxi
Universidad,Itagui,16.9,Martes,12,1,0,0,bajo,Bus
Floresta,Alpujarra,8.9,Viernes,4,0,0,1,medio,Taxi
Aguacatala,Parque Berrio,6.1,Domingo,16,0,1,0,bajo,Bus
Universidad,Madera,18.0,Viernes,1,0,0,1,bajo,Taxi
Exposiciones,Poblado,9.5,Miercoles,11,1,0,0,bajo,Bus
Bello,Exposiciones,7.3,Miercoles,6,1,0,0,bajo,Bus
Bello,Estadio,14.8,Miercoles,2,0,0,0,medio,Metro
Caribe,Exposiciones,12.6,Jueves,3,0,0,0,alto,Metro
Acevedo,Ayura,5.6,Miercoles,13,1,0,0,alto,Bus
Floresta,Acevedo,10.7,Martes,9,0,0,0,alto,Metro
Tricentenario,Exposiciones,2.0,Miercoles,9,0,0,0,alto,Caminando
Poblado,Hospital,14.1,Miercoles,19,1,0,0,bajo,Bus
Industriales,Alpujarra,11.7,Lunes,15,0,0,1,bajo,Taxi
Madera,Ayura,10.9,Domingo,23,0,1,1,alto,Taxi
Industriales,San Javier,5.9,Sabado,2,0,1,1,alto,Taxi
Santa Lucia,Madera,7.1,Viernes,10,0,0,0,bajo,Bus
San Javier,Hospital,19.6,Jueves,18,1,0,1,alto,Taxi
Madera,Prado,11.2,Lunes,16,0,0,0,alto,Metro
Poblado,Exposiciones,13.1,Viernes,15,0,0,1,alto,Taxi
Suramericana,Santa Lucia,2.0,Lunes,9,0,0,0,medio,Bus
Universidad,Exposiciones,4.1,Sabado,10,0,1,0,bajo,Bus
Parque Berrio,Tricentenario,6.4,Domingo,6,1,1,0,bajo,Bus
Suramericana,Tricentenario,8.6,Domingo,13,1,1,1,bajo,Taxi
Bello,Envigado,17.0,Lunes,10,0,0,0,bajo,Bus
San Javier,Niquia,18.5,Lunes,17,1,0,0,bajo,Bus
Caribe,Santa Lucia,11.2,Domingo,9,0,1,1,medio,Taxi
Tricentenario,Suramericana,11.6,Lunes,3,0,0,1,bajo,Taxi
Industriales,La Estrella,8.5,Sabado,5,0,1,1,bajo,Taxi
Exposiciones,Prado,17.7,Domingo,9,0,1,0,medio,Taxi
San Antonio,Industriales,13.2,Jueves,7,1,0,1,medio,Taxi
Acevedo,Madera,9.0,Viernes,16,0,0,0,bajo,Bus
Santa Lucia,Niquia,5.5,Miercoles,5,0,0,1,alto,Taxi
Prado,Hospital,5.3,Lunes,19,1,0,0,medio,Bus
Estadio,Envigado,17.4,Miercoles,8,1,0,1,medio,Taxi
Parque Berrio,Exposiciones,6.1,Viernes,14,1,0,1,medio,Taxi
Poblado,Aguacatala,3.3,Martes,8,1,0,1,bajo,Taxi
Tricentenario,Ayura,5.9,Sabado,5,0,1,0,bajo,Bus
Sabaneta,Envigado,16.4,Sabado,12,1,1,0,alto,Metro
Suramericana,Hospital,8.9,Jueves,11,1,0,1,alto,Taxi
San Antonio,Ayura,13.8,Viernes,19,1,0,1,bajo,Taxi
Cisneros,Itagui,17.2,Jueves,4,0,0,0,medio,Metro
Prado,Acevedo,17.6,Lunes,2,0,0,0,bajo,Bus
Tricentenario,San Antonio,8.4,Sabado,21,0,1,0,medio,Metro
La Estrella,Niquia,13.9,Viernes,8,1,0,1,alto,Taxi
Ayura,Cisneros,16.3,Domingo,9,0,1,1,bajo,Taxi
Santa Lucia,Exposiciones,11.5,Domingo,3,0,1,0,alto,Bus
Santa Lucia,Hospital,5.1,Jueves,22,0,0,0,alto,Metro
Exposiciones,Parque Berrio,10.1,Martes,8,1,0,1,medio,Taxi
Itagui,Ayura,5.8,Lunes,19,1,0,1,medio,Taxi
Cisneros,La Estrella,18.3,Miercoles,5,0,0,0,bajo,Bus
Caribe,Envigado,5.1,Miercoles,7,1,0,0,bajo,Bus
Estadio,San Javier,13.7,Lunes,5,0,0,0,medio,Bus
Suramericana,La Estrella,15.5,Jueves,12,1,0,1,alto,Taxi
Envigado,Universidad,19.4,Miercoles,12,1,0,0,alto,Metro
Prado,Exposiciones,18.5,Martes,23,0,0,0,medio,Taxi
Ayura,San Antonio,17.5,Lunes,14,1,0,1,bajo,Taxi
San Antonio,Acevedo,16.3,Jueves,1,0,0,1,alto,Taxi
Ayura,La Estrella,14.9,Sabado,12,1,1,0,bajo,Bus
Cisneros,Aguacatala,15.0,Jueves,1,0,0,1,medio,Taxi
Niquia,Estadio,18.5,Domingo,11,1,1,1,medio,Taxi
Estadio,Poblado,10.1,Jueves,23,0,0,1,alto,Taxi
Acevedo,Tricentenario,12.2,Viernes,17,1,0,0,bajo,Bus
Caribe,Niquia,12.1,Sabado,9,0,1,1,medio,Taxi
Aguacatala,Itagui,15.2,Sabado,17,1,1,1,medio,Taxi
La Estrella,Poblado,19.3,Lunes,1,0,0,1,bajo,Taxi
Suramericana,Industriales,5.8,Domingo,2,0,1,1,bajo,Taxi
Envigado,San Antonio,16.6,Sabado,10,0,1,1,medio,Taxi
Caribe,San Antonio,15.5,Lunes,8,1,0,0,medio,Bus
San Javier,La Estrella,12.2,Jueves,1,0,0,0,alto,Bus
Acevedo,Itagui,16.5,Domingo,12,1,1,0,alto,Bus
Acevedo,Tricentenario,3.2,Lunes,20,0,0,1,medio,Taxi
Tricentenario,Industriales,7.7,Lunes,4,0,0,1,bajo,Taxi
Industriales,Universidad,20.0,Martes,1,0,0,0,bajo,Bus
Madera,Parque Berrio,7.6,Sabado,4,0,1,0,alto,Taxi
Estadio,Madera,1.7,Domingo,19,1,1,0,alto,Bus
Prado,Aguacatala,10.8,Miercoles,11,1,0,1,alto,Taxi
Poblado,La Estrella,16.1,Viernes,2,0,0,0,bajo,Bus
Tricentenario,Itagui,3.1,Jueves,8,1,0,0,medio,Bus
Estadio,Madera,18.0,Jueves,9,0,0,0,alto,Bus
Industriales,San Antonio,18.3,Lunes,11,1,0,0,medio,Metro
La Estrella,Alpujarra,15.1,Jueves,23,0,0,0,alto,Taxi
Parque Berrio,Industriales,18.0,Jueves,20,0,0,1,medio,Taxi
Exposiciones,Itagui,12.9,Jueves,2,0,0,0,alto,Metro
Exposiciones,Sabaneta,18.8,Miercoles,3,0,0,0,medio,Bus
Universidad,Santa Lucia,1.1,Domingo,18,1,1,1,bajo,Taxi
Parque Berrio,Caribe,14.5,Domingo,6,1,1,1,bajo,Taxi
Industriales,Santa Lucia,6.4,Jueves,18,1,0,1,alto,Taxi
Madera,Parque Berrio,3.0,Miercoles,10,0,0,0,bajo,Metro
Sabaneta,Estadio,1.5,Martes,7,1,0,1,alto,Taxi
Acevedo,Itagui,10.8,Miercoles,7,1,0,0,alto,Bus
Prado,La Estrella,18.8,Viernes,22,0,0,0,medio,Taxi
Itagui,Madera,18.5,Viernes,16,0,0,0,medio,Metro
Aguacatala,San Javier,17.0,Domingo,13,1,1,1,alto,Taxi
Madera,Universidad,20.0,Miercoles,7,1,0,0,bajo,Bus
Aguacatala,Itagui,6.7,Miercoles,9,0,0,1,alto,Taxi
Poblado,Tricentenario,19.3,Sabado,20,0,1,1,alto,Taxi
Tricentenario,Floresta,5.3,Viernes,17,1,0,1,bajo,Taxi
Santa Lucia,Poblado,18.6,Sabado,4,0,1,0,bajo,Bus
Suramericana,Poblado,11.6,Martes,17,1,0,0,bajo,Bus
Cisneros,Caribe,3.7,Miercoles,7,1,0,1,medio,Taxi
Cisneros,Parque Berrio,2.5,Domingo,0,0,1,0,bajo,Bus
Cisneros,Niquia,7.6,Lunes,2,0,0,0,medio,Taxi
San Javier,Alpujarra,4.3,Lunes,19,1,0,1,alto,Taxi
Hospital,Santa Lucia,18.9,Lunes,14,1,0,0,alto,Taxi
Industriales,Sabaneta,1.6,Martes,9,0,0,0,bajo,Caminando
Ayura,Aguacatala,5.5,Domingo,0,0,1,0,alto,Metro
Exposiciones,San Antonio,13.6,Jueves,19,1,0,0,bajo,Bus
Madera,Poblado,5.1,Jueves,18,1,0,1,bajo,Taxi
Caribe,Suramericana,19.9,Sabado,16,0,1,1,alto,Taxi
Parque Berrio,Ayura,1.1,Martes,12,1,0,1,bajo,Taxi
Niquia,Industriales,9.5,Viernes,12,1,0,1,medio,Taxi
San Javier,Santa Lucia,8.9,Martes,0,0,0,1,bajo,Taxi
Hospital,San Javier,7.3,Sabado,15,0,1,1,bajo,Taxi
Alpujarra,Universidad,1.7,Miercoles,19,1,0,1,medio,Taxi
Itagui,Prado,12.2,Miercoles,21,0,0,0,medio,Taxi
Floresta,Tricentenario,6.5,Sabado,20,0,1,0,bajo,Bus
Ayura,Niquia,1.4,Miercoles,2,0,0,0,medio,Bus
Industriales,San Javier,2.8,Jueves,22,0,0,1,medio,Taxi
Hospital,Itagui,10.1,Viernes,13,1,0,0,bajo,Bus
Universidad,Acevedo,12.2,Lunes,7,1,0,0,alto,Bus
Madera,Envigado,5.0,Jueves,17,1,0,1,alto,Taxi
Universidad,Bello,1.8,Martes,17,1,0,1,medio,Taxi
Alpujarra,Cisneros,8.4,Miercoles,7,1,0,1,bajo,Taxi
Caribe,San Antonio,12.8,Lunes,17,1,0,0,medio,Metro
Itagui,Acevedo,1.3,Martes,3,0,0,0,medio,Bus
Cisneros,Universidad,7.6,Martes,19,1,0,0,bajo,Bus
Floresta,Poblado,7.4,Viernes,7,1,0,1,medio,Taxi
Exposiciones,La Estrella,17.1,Viernes,11,1,0,0,alto,Metro
Poblado,Universidad,1.5,Miercoles,23,0,0,1,bajo,Taxi
Estadio,Acevedo,9.1,Domingo,5,0,1,1,medio,Taxi
Estadio,Itagui,16.7,Viernes,14,1,0,0,bajo,Bus
Estadio,Industriales,2.5,Lunes,12,1,0,1,bajo,Taxi
Ayura,Poblado,8.3,Sabado,18,1,1,0,alto,Metro
Parque Berrio,Cisneros,11.6,Sabado,13,1,1,0,bajo,Bus
Exposiciones,Madera,13.3,Martes,10,0,0,1,alto,Taxi
Industriales,Suramericana,19.4,Domingo,12,1,1,1,bajo,Taxi
Parque Berrio,Acevedo,6.7,Martes,20,0,0,1,alto,Taxi
San Antonio,Universidad,10.0,Viernes,13,1,0,1,medio,Taxi
Suramericana,Industriales,5.0,Martes,5,0,0,1,alto,Taxi
Caribe,Aguacatala,15.4,Lunes,19,1,0,1,alto,Taxi
Ayura,Aguacatala,15.8,Sabado,13,1,1,0,alto,Taxi
Hospital,Caribe,14.8,Martes,21,0,0,1,alto,Taxi
Santa Lucia,San Antonio,8.5,Lunes,11,1,0,1,medio,Taxi
Niquia,Tricentenario,12.7,Domingo,5,0,1,0,bajo,Bus
Itagui,Ayura,16.0,Martes,19,1,0,0,medio,Bus
Santa Lucia,Aguacatala,13.9,Viernes,16,0,0,0,medio,Bus
Poblado,Estadio,3.1,Martes,20,0,0,0,alto,Metro
San Javier,Niquia,19.2,Lunes,10,0,0,0,medio,Metro
Cisneros,Ayura,5.3,Viernes,11,1,0,1,medio,Taxi
Suramericana,Madera,1.6,Viernes,13,1,0,1,medio,Taxi
Cisneros,Suramericana,3.7,Martes,5,0,0,0,medio,Bus
Poblado,Sabaneta,13.0,Viernes,14,1,0,0,medio,Metro
Exposiciones,Acevedo,17.0,Miercoles,4,0,0,0,medio,Taxi
Prado,Exposiciones,12.7,Miercoles,8,1,0,1,medio,Taxi
Parque Berrio,Cisneros,5.9,Viernes,15,0,0,0,medio,Bus
Prado,Envigado,5.4,Miercoles,8,1,0,0,alto,Bus
