origen,destino,tipo_transporte,distancia_km,dia_semana,hora,es_hora_pico,es_finde_semana,tiempo_viaje_min,costo,transferencias,fecha,clima
Hospital,Ayura,Cable,1.1,Sabado,2,0,1,3.3,0,0,2025-11-15,Nublado
Niquia,Poblado,Metro,13.3,Viernes,18,1,0,24.9,3840,0,2025-10-03,Nublado
Bello,Ayura,Bus,12.6,Miercoles,12,1,0,32.3,3360,1,2025-02-19,Tormenta
Envigado,Prado,Cable,13.3,Lunes,4,0,0,55.9,0,0,2025-05-05,Lluvia
Cisneros,Tricentenario,Caminando,5.7,Viernes,19,1,0,35.5,0,0,2025-12-05,Tormenta
Sabaneta,San Javier,Metro,14.8,Sabado,0,0,1,13.0,3200,1,2025-03-08,Lluvia
Aguacatala,Itagui,Caminando,10.7,Domingo,7,1,1,106.8,0,1,2025-01-12,Tormenta
Envigado,Cisneros,Taxi,5.6,Viernes,10,0,0,32.3,7980,0,2025-05-23,Soleado
Cisneros,Floresta,Cable,1.5,Jueves,9,0,0,4.8,0,0,2025-05-15,Lluvia
Madera,Exposiciones,Taxi,1.1,Domingo,15,0,1,10.2,4380,0,2025-08-03,Lluvia
Sabaneta,Estadio,Caminando,13.9,Domingo,7,1,1,39.5,0,1,2025-12-14,Soleado
Parque Berrio,Bello,Taxi,6.4,Miercoles,17,1,0,49.9,10344,0,2025-11-19,Lluvia
Industriales,Alpujarra,Taxi,14.7,Martes,8,1,0,88.9,18312,1,2025-09-23,Lluvia
Santa Lucia,Industriales,Taxi,6.4,Jueves,8,1,0,57.4,10344,0,2025-07-03,Tormenta
Alpujarra,Caribe,Taxi,14.9,Lunes,0,0,0,80.1,15420,0,2025-07-28,Tormenta
Industriales,Tricentenario,Taxi,2.2,Sabado,13,1,1,20.4,6312,0,2025-08-16,Soleado
Madera,Envigado,Metro,12.1,Sabado,21,0,1,8.4,3200,0,2025-03-29,Soleado
Envigado,Santa Lucia,Metro,9.4,Martes,18,1,0,13.5,3840,0,2025-07-08,Tormenta
Cisneros,Madera,Cable,10.6,Lunes,2,0,0,36.8,0,0,2025-05-12,Tormenta
Universidad,Suramericana,Metro,11.9,Lunes,1,0,0,10.5,3200,0,2025-11-17,Tormenta
Aguacatala,Bello,Bus,2.4,Sabado,9,0,1,3.0,2800,1,2025-07-05,Tormenta
Parque Berrio,Exposiciones,Caminando,10.6,Viernes,5,0,0,29.8,0,1,2025-11-07,Soleado
Madera,Cisneros,Bus,4.8,Sabado,20,0,1,6.6,2800,0,2025-08-16,Nublado
Estadio,Itagui,Cable,11.0,Lunes,18,1,0,51.3,0,0,2025-06-16,Lluvia
Niquia,Bello,Caminando,5.8,Viernes,9,0,0,22.8,0,0,2025-12-05,Nublado
Suramericana,Itagui,Bus,8.8,Miercoles,23,0,0,17.9,2800,0,2025-11-26,Tormenta
Estadio,Hospital,Cable,6.9,Miercoles,21,0,0,21.3,0,0,2025-07-23,Tormenta
Ayura,Bello,Taxi,5.9,Jueves,8,1,0,47.9,9864,0,2025-05-08,Tormenta
Tricentenario,Itagui,Caminando,7.1,Domingo,9,0,1,17.0,0,0,2025-08-17,Soleado
Santa Lucia,Sabaneta,Metro,13.5,Miercoles,3,0,0,11.9,3200,1,2025-10-29,Nublado
Acevedo,Aguacatala,Cable,8.4,Viernes,15,0,0,27.4,0,0,2025-10-24,Soleado
Niquia,San Javier,Taxi,12.2,Lunes,13,1,0,106.8,15912,0,2025-12-01,Tormenta
Aguacatala,Bello,Taxi,14.5,Viernes,14,1,0,136.8,18120,1,2025-05-23,Lluvia
Suramericana,Poblado,Cable,14.9,Miercoles,4,0,0,58.4,0,0,2025-01-29,Lluvia
Prado,La Estrella,Taxi,7.4,Domingo,20,0,1,24.9,9420,0,2025-01-19,Nublado
Aguacatala,Prado,Taxi,5.7,Jueves,8,1,0,41.4,9672,0,2025-10-09,Tormenta
Universidad,Prado,Taxi,1.0,Sabado,8,1,1,6.6,5160,0,2025-12-20,Lluvia
Universidad,Suramericana,Metro,7.6,Jueves,14,1,0,13.3,3840,0,2025-12-18,Nublado
Aguacatala,Exposiciones,Caminando,1.8,Martes,21,0,0,7.0,0,1,2025-06-17,Nublado
Floresta,La Estrella,Cable,6.7,Sabado,0,0,1,15.8,0,1,2025-07-26,Nublado
Estadio,Poblado,Cable,8.6,Lunes,9,0,0,32.1,0,0,2025-12-15,Lluvia
Universidad,Floresta,Taxi,9.4,Viernes,1,0,0,47.0,11020,0,2025-01-24,Tormenta
Aguacatala,Suramericana,Cable,3.0,Lunes,16,0,0,10.5,0,1,2025-12-15,Soleado
Itagui,Acevedo,Cable,9.1,Miercoles,21,0,0,24.6,0,0,2025-04-09,Nublado
San Antonio,La Estrella,Bus,6.4,Jueves,1,0,0,8.9,2800,0,2025-06-26,Soleado
Aguacatala,La Estrella,Caminando,7.7,Viernes,6,1,0,31.7,0,1,2025-03-14,Lluvia
Cisneros,Floresta,Caminando,14.3,Viernes,4,0,0,49.6,0,0,2025-01-10,Tormenta
Itagui,Floresta,Bus,2.4,Viernes,19,1,0,4.8,3360,0,2025-05-23,Lluvia
Sabaneta,La Estrella,Metro,9.0,Domingo,20,0,1,6.0,3200,1,2025-03-02,Soleado
Acevedo,Itagui,Bus,4.7,Sabado,14,1,1,10.3,3360,1,2025-10-11,Soleado
La Estrella,Tricentenario,Metro,14.9,Lunes,7,1,0,24.6,3840,0,2025-04-07,Tormenta
La Estrella,Itagui,Taxi,12.6,Jueves,6,1,0,101.9,16296,0,2025-03-20,Lluvia
Caribe,Envigado,Caminando,7.6,Martes,12,1,0,39.5,0,0,2025-06-03,Lluvia
Bello,Estadio,Bus,13.2,Domingo,23,0,1,16.0,2800,0,2025-01-05,Tormenta
Itagui,Universidad,Metro,1.7,Viernes,5,0,0,2.1,3200,1,2025-07-25,Tormenta
Sabaneta,La Estrella,Bus,10.5,Viernes,20,0,0,20.2,2800,0,2025-05-23,Tormenta
Envigado,Floresta,Cable,11.3,Lunes,15,0,0,46.7,0,0,2025-12-29,Soleado
Suramericana,Caribe,Caminando,8.1,Martes,14,1,0,42.1,0,0,2025-08-12,Soleado
Bello,San Antonio,Metro,9.4,Viernes,12,1,0,17.4,3840,0,2025-08-15,Nublado
Cisneros,Floresta,Taxi,7.8,Viernes,23,0,0,32.6,9740,1,2025-02-21,Lluvia
Niquia,Parque Berrio,Metro,12.3,Sabado,0,0,1,9.3,3200,0,2025-12-27,Lluvia
Hospital,Cisneros,Bus,6.9,Viernes,1,0,0,11.7,2800,1,2025-08-22,Tormenta
Hospital,Cisneros,Taxi,9.2,Jueves,0,0,0,45.3,10860,0,2025-06-12,Soleado
Acevedo,Estadio,Taxi,6.5,Viernes,9,0,0,39.7,8700,1,2025-09-19,Nublado
Aguacatala,Bello,Metro,14.8,Miercoles,22,0,0,17.0,3200,1,2025-12-24,Tormenta
Alpujarra,Poblado,Metro,3.6,Sabado,7,1,1,3.2,3840,0,2025-09-13,Tormenta
Universidad,Aguacatala,Bus,12.4,Jueves,19,1,0,35.0,3360,0,2025-05-01,Soleado
Acevedo,Santa Lucia,Taxi,3.2,Viernes,5,0,0,19.4,6060,0,2025-10-17,Nublado
Caribe,Estadio,Taxi,2.1,Miercoles,0,0,0,11.2,5180,0,2025-01-08,Tormenta
Exposiciones,Bello,Bus,14.7,Sabado,10,0,1,16.0,2800,0,2025-11-29,Lluvia
Cisneros,Aguacatala,Metro,14.9,Domingo,17,1,1,12.8,3840,1,2025-02-02,Lluvia
Floresta,Hospital,Metro,9.6,Lunes,3,0,0,12.1,3200,0,2025-12-29,Tormenta
Bello,Caribe,Cable,12.2,Domingo,19,1,1,49.2,0,0,2025-07-27,Tormenta
Aguacatala,La Estrella,Cable,4.6,Sabado,1,0,1,11.3,0,0,2025-08-02,Lluvia
Aguacatala,Alpujarra,Metro,5.3,Martes,5,0,0,6.5,3200,0,2025-05-20,Lluvia
San Javier,Estadio,Caminando,5.7,Viernes,3,0,0,17.6,0,0,2025-08-01,Tormenta
Estadio,Aguacatala,Metro,6.4,Sabado,9,0,1,4.4,3200,0,2025-03-01,Tormenta
San Javier,Cisneros,Taxi,8.8,Martes,15,0,0,44.0,10540,0,2025-07-01,Lluvia
Bello,Parque Berrio,Taxi,13.7,Jueves,2,0,0,64.4,14460,0,2025-05-29,Lluvia
Estadio,Tricentenario,Cable,8.4,Miercoles,20,0,0,23.2,0,1,2025-09-10,Lluvia
Cisneros,Acevedo,Bus,14.7,Miercoles,21,0,0,30.4,2800,1,2025-08-13,Tormenta
Bello,San Antonio,Bus,11.2,Domingo,2,0,1,14.8,2800,1,2025-05-11,Soleado
Poblado,Exposiciones,Caminando,1.6,Lunes,14,1,0,8.5,0,1,2025-02-10,Lluvia
Itagui,Aguacatala,Bus,6.5,Miercoles,7,1,0,19.0,3360,0,2025-12-10,Soleado
Poblado,Cisneros,Metro,12.2,Domingo,1,0,1,8.7,3200,0,2025-06-15,Tormenta
Alpujarra,Suramericana,Metro,1.1,Martes,23,0,0,1.1,3200,1,2025-12-30,Lluvia
Alpujarra,Exposiciones,Cable,13.9,Martes,3,0,0,93.0,0,1,2025-08-12,Soleado
Sabaneta,Estadio,Bus,5.2,Martes,17,1,0,16.0,3360,1,2025-04-01,Nublado
Acevedo,Exposiciones,Bus,9.7,Miercoles,5,0,0,17.3,2800,0,2025-08-20,Tormenta
Prado,Cisneros,Metro,3.4,Viernes,21,0,0,4.0,3200,0,2025-09-26,Lluvia
Suramericana,Parque Berrio,Cable,2.3,Martes,12,1,0,13.1,0,0,2025-11-18,Nublado
Bello,Itagui,Bus,13.0,Viernes,3,0,0,23.2,2800,0,2025-08-01,Soleado
Suramericana,Madera,Cable,11.3,Sabado,5,0,1,26.3,0,1,2025-11-29,Lluvia
San Antonio,La Estrella,Taxi,2.7,Sabado,3,0,1,9.6,5660,1,2025-11-15,Tormenta
Tricentenario,Sabaneta,Cable,13.9,Viernes,17,1,0,81.5,0,0,2025-06-27,Nublado
Estadio,Alpujarra,Bus,3.6,Sabado,16,0,1,3.7,2800,1,2025-07-12,Lluvia
Prado,Exposiciones,Metro,9.6,Jueves,0,0,0,7.8,3200,0,2025-10-09,Tormenta
Cisneros,Universidad,Caminando,9.9,Viernes,3,0,0,31.1,0,1,2025-09-12,Soleado
La Estrella,Niquia,Cable,8.2,Sabado,10,0,1,24.8,0,1,2025-07-19,Nublado
Niquia,Suramericana,Metro,4.2,Jueves,13,1,0,7.6,3840,0,2025-05-22,Soleado
Santa Lucia,Envigado,Caminando,13.4,Martes,20,0,0,44.3,0,0,2025-12-23,Nublado
Aguacatala,Alpujarra,Caminando,7.5,Viernes,9,0,0,27.6,0,0,2025-01-03,Lluvia
Floresta,Envigado,Bus,1.2,Jueves,8,1,0,3.1,3360,1,2025-01-30,Tormenta
Industriales,Prado,Taxi,10.6,Viernes,6,1,0,94.1,14376,0,2025-02-28,Soleado
Acevedo,La Estrella,Caminando,5.2,Martes,15,0,0,15.7,0,0,2025-06-17,Lluvia
Caribe,Ayura,Taxi,8.1,Lunes,12,1,0,63.8,11976,0,2025-01-13,Lluvia
San Antonio,Hospital,Bus,14.5,Martes,11,1,0,35.5,3360,0,2025-01-07,Soleado
Acevedo,Hospital,Taxi,2.1,Sabado,8,1,1,13.2,6216,0,2025-03-22,Lluvia
Niquia,Estadio,Taxi,13.3,Martes,6,1,0,111.5,16968,1,2025-03-04,Soleado
Cisneros,Parque Berrio,Metro,7.9,Viernes,0,0,0,15.6,3200,0,2025-03-07,Soleado
San Antonio,Poblado,Caminando,12.2,Jueves,6,1,0,53.5,0,0,2025-11-06,Tormenta
Envigado,Sabaneta,Caminando,8.2,Viernes,14,1,0,50.0,0,0,2025-05-16,Nublado
San Javier,Alpujarra,Bus,6.3,Martes,19,1,0,13.0,3360,0,2025-04-15,Soleado
Poblado,Madera,Bus,7.7,Miercoles,3,0,0,14.2,2800,1,2025-06-04,Lluvia
Envigado,Madera,Caminando,9.1,Jueves,13,1,0,56.2,0,1,2025-04-24,Tormenta
Alpujarra,Santa Lucia,Bus,13.6,Jueves,21,0,0,29.1,2800,0,2025-02-13,Lluvia
Alpujarra,Poblado,Caminando,11.6,Domingo,11,1,1,44.3,0,0,2025-03-02,Tormenta
Santa Lucia,Hospital,Metro,13.3,Miercoles,14,1,0,23.8,3840,0,2025-10-01,Soleado
Tricentenario,Hospital,Metro,4.4,Sabado,4,0,1,2.8,3200,0,2025-05-24,Nublado
Acevedo,Santa Lucia,Caminando,5.5,Jueves,0,0,0,20.3,0,1,2025-07-17,Soleado
Prado,Niquia,Metro,14.0,Domingo,7,1,1,14.9,3840,1,2025-06-08,Tormenta
La Estrella,Tricentenario,Cable,7.5,Miercoles,23,0,0,26.0,0,0,2025-01-22,Tormenta
Universidad,Poblado,Caminando,14.6,Miercoles,11,1,0,76.1,0,0,2025-01-15,Nublado
Universidad,Hospital,Metro,2.3,Jueves,14,1,0,4.1,3840,1,2025-10-16,Tormenta
Aguacatala,Bello,Cable,2.9,Sabado,3,0,1,5.4,0,0,2025-07-05,Tormenta
Cisneros,Universidad,Cable,8.1,Domingo,16,0,1,21.3,0,0,2025-08-24,Tormenta
Niquia,Bello,Cable,13.3,Jueves,16,0,0,39.0,0,0,2025-07-24,Nublado
Alpujarra,Caribe,Caminando,5.5,Jueves,8,1,0,34.8,0,0,2025-12-11,Tormenta
Sabaneta,Tricentenario,Bus,10.3,Jueves,9,0,0,19.0,2800,0,2025-11-20,Soleado
Universidad,Acevedo,Metro,4.7,Lunes,1,0,0,5.5,3200,0,2025-10-13,Lluvia
Floresta,Prado,Taxi,14.2,Lunes,14,1,0,127.7,17832,0,2025-09-29,Nublado
Universidad,Parque Berrio,Cable,13.9,Jueves,17,1,0,71.5,0,1,2025-06-12,Soleado
Caribe,Acevedo,Bus,6.9,Miercoles,21,0,0,11.6,2800,1,2025-02-05,Lluvia
La Estrella,Sabaneta,Caminando,4.1,Lunes,20,0,0,11.1,0,0,2025-09-01,Nublado
Poblado,Envigado,Bus,7.1,Martes,10,0,0,10.2,2800,0,2025-11-25,Tormenta
Niquia,San Antonio,Metro,8.6,Viernes,10,0,0,9.6,3200,0,2025-06-20,Nublado
Santa Lucia,Madera,Taxi,10.4,Jueves,3,0,0,51.7,11820,0,2025-03-27,Lluvia
Floresta,Prado,Bus,14.7,Viernes,3,0,0,21.5,2800,0,2025-04-11,Lluvia
La Estrella,Sabaneta,Cable,1.4,Martes,13,1,0,16.1,0,0,2025-07-29,Tormenta
Prado,Niquia,Metro,5.1,Viernes,14,1,0,9.8,3840,0,2025-06-20,Tormenta
Ayura,Santa Lucia,Taxi,5.4,Jueves,10,0,0,26.2,7820,1,2025-08-07,Lluvia
Envigado,Cisneros,Cable,9.5,Viernes,14,1,0,51.6,0,0,2025-07-25,Nublado
Santa Lucia,Industriales,Cable,7.1,Miercoles,8,1,0,28.8,0,0,2025-11-12,Soleado
Hospital,Envigado,Bus,8.8,Miercoles,22,0,0,16.7,2800,0,2025-08-13,Nublado
Suramericana,Universidad,Caminando,2.9,Lunes,19,1,0,14.2,0,0,2025-12-08,Tormenta
Caribe,Sabaneta,Cable,4.2,Sabado,2,0,1,9.8,0,0,2025-08-09,Soleado
Envigado,Parque Berrio,Bus,10.9,Martes,20,0,0,22.1,2800,0,2025-09-09,Tormenta
Hospital,San Javier,Taxi,1.4,Viernes,20,0,0,8.2,4620,0,2025-01-03,Lluvia
Exposiciones,San Javier,Metro,5.0,Lunes,13,1,0,8.9,3840,0,2025-10-27,Soleado
Bello,La Estrella,Metro,12.7,Sabado,12,1,1,14.6,3840,0,2025-08-09,Lluvia
Floresta,Hospital,Metro,13.4,Martes,3,0,0,16.5,3200,1,2025-01-28,Tormenta
Floresta,Parque Berrio,Bus,3.5,Viernes,20,0,0,6.7,2800,0,2025-01-03,Tormenta
San Javier,Universidad,Metro,2.5,Sabado,6,1,1,3.4,3840,0,2025-09-13,Tormenta
Itagui,Acevedo,Metro,11.5,Lunes,1,0,0,9.6,3200,0,2025-08-18,Nublado
San Javier,Prado,Metro,1.5,Lunes,4,0,0,1.2,3200,1,2025-11-24,Tormenta
Industriales,Cisneros,Taxi,11.7,Martes,9,0,0,58.9,12860,0,2025-05-06,Lluvia
Bello,Alpujarra,Bus,10.4,Lunes,15,0,0,16.1,2800,0,2025-05-26,Nublado
Ayura,Alpujarra,Caminando,5.8,Lunes,6,1,0,31.9,0,0,2025-06-30,Lluvia
Itagui,Estadio,Bus,10.4,Viernes,8,1,0,32.3,3360,0,2025-01-31,Nublado
Estadio,Hospital,Metro,11.2,Jueves,12,1,0,13.6,3840,0,2025-02-20,Nublado
Sabaneta,Aguacatala,Cable,10.0,Sabado,8,1,1,33.0,0,0,2025-12-27,Nublado
Itagui,Floresta,Taxi,8.4,Jueves,21,0,0,53.5,10220,0,2025-06-26,Lluvia
Santa Lucia,Bello,Taxi,4.7,Sabado,14,1,1,27.6,8712,1,2025-08-30,Tormenta
Tricentenario,Cisneros,Caminando,2.4,Sabado,21,0,1,6.7,0,0,2025-04-19,Soleado
Niquia,Madera,Caminando,5.1,Martes,14,1,0,22.6,0,0,2025-10-21,Nublado
Madera,Industriales,Taxi,8.0,Domingo,3,0,1,28.3,9900,0,2025-03-09,Tormenta
Estadio,Bello,Bus,1.0,Lunes,16,0,0,1.9,2800,0,2025-05-26,Soleado
Alpujarra,Suramericana,Caminando,10.5,Miercoles,7,1,0,51.2,0,0,2025-05-14,Nublado
Estadio,Hospital,Taxi,1.8,Martes,8,1,0,16.7,5928,0,2025-04-15,Soleado
Industriales,San Javier,Bus,9.3,Jueves,23,0,0,17.1,2800,0,2025-02-06,Tormenta
Envigado,Estadio,Taxi,11.4,Lunes,19,1,0,77.3,15144,0,2025-06-16,Nublado
Ayura,Caribe,Metro,3.6,Domingo,3,0,1,2.4,3200,0,2025-11-23,Soleado
San Antonio,Prado,Taxi,11.7,Jueves,17,1,0,98.1,15432,0,2025-09-11,Lluvia
Niquia,Aguacatala,Metro,9.9,Sabado,11,1,1,13.2,3840,1,2025-11-15,Tormenta
Exposiciones,Caribe,Taxi,7.0,Miercoles,6,1,0,122.3,10920,0,2025-12-03,Soleado
Prado,Estadio,Cable,7.2,Martes,15,0,0,30.3,0,0,2025-01-21,Nublado
Santa Lucia,La Estrella,Bus,12.7,Viernes,18,1,0,28.5,3360,1,2025-11-14,Lluvia
Alpujarra,Prado,Taxi,14.7,Martes,21,0,0,92.4,15260,0,2025-02-25,Nublado
Ayura,Caribe,Cable,2.4,Lunes,23,0,0,9.6,0,0,2025-03-17,Lluvia
Caribe,Ayura,Taxi,14.4,Domingo,17,1,1,74.1,18024,1,2025-08-17,Nublado
Madera,San Javier,Cable,12.1,Martes,7,1,0,54.8,0,0,2025-10-21,Tormenta
Madera,La Estrella,Cable,6.1,Martes,14,1,0,25.2,0,1,2025-02-18,Soleado
Suramericana,Bello,Bus,5.3,Sabado,16,0,1,6.8,2800,0,2025-09-13,Tormenta
Bello,Suramericana,Metro,14.2,Domingo,3,0,1,9.1,3200,1,2025-06-29,Tormenta
Universidad,Acevedo,Caminando,13.6,Jueves,0,0,0,56.4,0,0,2025-12-25,Nublado
Caribe,Estadio,Caminando,10.9,Jueves,20,0,0,45.9,0,0,2025-08-28,Tormenta
Estadio,Caribe,Bus,5.4,Martes,16,0,0,7.6,2800,0,2025-07-22,Lluvia
Estadio,Cisneros,Bus,13.0,Viernes,15,0,0,17.6,2800,0,2025-10-03,Soleado
Parque Berrio,San Javier,Taxi,12.3,Viernes,20,0,0,73.8,13340,0,2025-05-09,Lluvia
San Antonio,Santa Lucia,Caminando,9.9,Domingo,12,1,1,39.3,0,1,2025-11-30,Nublado
Estadio,Aguacatala,Cable,7.3,Domingo,2,0,1,21.5,0,0,2025-12-07,Lluvia
Niquia,San Javier,Cable,13.5,Viernes,10,0,0,39.5,0,0,2025-01-31,Soleado
Universidad,Madera,Caminando,15.0,Lunes,14,1,0,77.9,0,1,2025-08-11,Lluvia
Industriales,Poblado,Metro,11.2,Viernes,13,1,0,19.2,3840,0,2025-11-14,Lluvia
Bello,Floresta,Taxi,11.8,Jueves,8,1,0,70.8,15528,0,2025-05-01,Lluvia
Poblado,Exposiciones,Taxi,12.8,Lunes,11,1,0,117.4,16488,0,2025-08-25,Tormenta
Universidad,Estadio,Bus,7.7,Miercoles,20,0,0,12.2,2800,0,2025-10-29,Tormenta
Ayura,San Antonio,Caminando,4.4,Sabado,23,0,1,8.5,0,0,2025-01-11,Tormenta
Estadio,Santa Lucia,Bus,9.9,Domingo,9,0,1,14.2,2800,0,2025-03-02,Lluvia
Hospital,Aguacatala,Bus,11.9,Martes,10,0,0,24.5,2800,0,2025-01-07,Tormenta
Santa Lucia,Ayura,Metro,9.1,Sabado,13,1,1,7.9,3840,0,2025-11-22,Soleado
Alpujarra,Bello,Cable,6.6,Jueves,1,0,0,22.0,0,0,2025-02-27,Tormenta
Bello,Alpujarra,Caminando,2.7,Viernes,8,1,0,15.2,0,0,2025-01-31,Tormenta
Poblado,La Estrella,Cable,9.3,Viernes,6,1,0,60.0,0,1,2025-12-12,Tormenta
San Javier,Bello,Caminando,12.6,Lunes,8,1,0,77.6,0,0,2025-08-25,Nublado
Niquia,Envigado,Cable,11.0,Domingo,16,0,1,26.3,0,0,2025-10-05,Nublado
Prado,Suramericana,Bus,14.8,Viernes,11,1,0,43.3,3360,0,2025-08-22,Nublado
Poblado,Prado,Caminando,1.2,Domingo,22,0,1,7.4,0,1,2025-04-06,Lluvia
Prado,Ayura,Taxi,2.6,Jueves,11,1,0,25.3,6696,0,2025-10-30,Nublado
Exposiciones,Aguacatala,Bus,12.7,Miercoles,2,0,0,21.0,2800,0,2025-12-03,Soleado
Prado,Niquia,Caminando,14.3,Domingo,17,1,1,58.9,0,0,2025-03-23,Soleado
La Estrella,Hospital,Cable,1.8,Lunes,13,1,0,8.5,0,0,2025-02-10,Nublado
San Javier,Acevedo,Taxi,7.6,Domingo,13,1,1,42.7,11496,1,2025-10-19,Soleado
Alpujarra,Acevedo,Caminando,6.3,Sabado,22,0,1,28.5,0,0,2025-02-08,Soleado
Parque Berrio,Poblado,Taxi,1.8,Domingo,19,1,1,9.2,5928,1,2025-05-25,Soleado
Sabaneta,Suramericana,Bus,7.9,Miercoles,8,1,0,21.4,3360,0,2025-11-12,Soleado
Sabaneta,Santa Lucia,Bus,1.3,Lunes,17,1,0,3.4,3360,0,2025-08-11,Soleado
La Estrella,Industriales,Caminando,13.0,Viernes,9,0,0,44.0,0,0,2025-02-07,Tormenta
Acevedo,Tricentenario,Cable,12.7,Miercoles,21,0,0,39.8,0,0,2025-08-27,Tormenta
Bello,Itagui,Metro,8.8,Miercoles,23,0,0,8.3,3200,1,2025-06-25,Tormenta
Aguacatala,Floresta,Caminando,3.5,Viernes,10,0,0,23.6,0,1,2025-12-26,Soleado
Floresta,Cisneros,Caminando,5.9,Jueves,2,0,0,21.2,0,0,2025-07-31,Lluvia
Sabaneta,Parque Berrio,Cable,9.5,Domingo,8,1,1,36.4,0,0,2025-08-03,Nublado
Caribe,Exposiciones,Metro,2.2,Lunes,18,1,0,2.9,3840,0,2025-11-03,Nublado
Prado,La Estrella,Bus,10.8,Domingo,14,1,1,19.6,3360,0,2025-03-16,Nublado
Industriales,Envigado,Bus,11.4,Jueves,19,1,0,26.6,3360,1,2025-05-01,Nublado
Madera,Prado,Caminando,2.7,Viernes,0,0,0,10.1,0,0,2025-11-21,Lluvia
Estadio,Acevedo,Taxi,14.8,Sabado,6,1,1,93.5,18408,0,2025-02-22,Nublado
Aguacatala,Alpujarra,Metro,4.4,Martes,6,1,0,6.8,3840,0,2025-09-16,Nublado
San Javier,Floresta,Bus,4.5,Lunes,8,1,0,9.8,3360,0,2025-03-17,Tormenta
Suramericana,Itagui,Cable,8.7,Lunes,13,1,0,45.5,0,0,2025-06-16,Soleado
Industriales,Floresta,Taxi,11.1,Sabado,10,0,1,31.9,12380,0,2025-12-20,Nublado
Sabaneta,Parque Berrio,Metro,8.3,Lunes,21,0,0,7.4,3200,0,2025-09-01,Nublado
Itagui,Universidad,Cable,9.8,Domingo,13,1,1,33.6,0,0,2025-01-12,Nublado
Exposiciones,Niquia,Caminando,8.5,Viernes,11,1,0,51.6,0,1,2025-01-31,Nublado
Santa Lucia,San Javier,Metro,12.9,Martes,14,1,0,16.1,3840,0,2025-07-29,Tormenta
Floresta,Niquia,Bus,14.1,Martes,3,0,0,24.0,2800,0,2025-06-03,Tormenta
Universidad,Estadio,Cable,14.8,Sabado,7,1,1,56.7,0,0,2025-02-15,Lluvia
Hospital,Envigado,Bus,12.2,Sabado,18,1,1,24.6,3360,0,2025-10-04,Tormenta
Suramericana,San Antonio,Cable,12.8,Viernes,23,0,0,50.3,0,0,2025-12-19,Lluvia
Suramericana,Parque Berrio,Taxi,14.0,Viernes,5,0,0,61.4,14700,1,2025-02-28,Nublado
Suramericana,Prado,Cable,12.2,Lunes,21,0,0,35.2,0,0,2025-05-12,Soleado
Universidad,Envigado,Metro,1.6,Lunes,2,0,0,1.9,3200,0,2025-08-18,Nublado
Sabaneta,La Estrella,Taxi,14.3,Martes,2,0,0,80.7,14940,0,2025-06-24,Nublado
Sabaneta,Tricentenario,Metro,1.2,Martes,4,0,0,1.4,3200,0,2025-07-15,Tormenta
Suramericana,Cisneros,Metro,10.1,Jueves,7,1,0,16.9,3840,0,2025-01-30,Tormenta
Caribe,Alpujarra,Metro,9.6,Jueves,18,1,0,12.0,3840,1,2025-12-18,Soleado
San Javier,Envigado,Caminando,8.4,Martes,12,1,0,35.5,0,0,2025-09-23,Lluvia
Sabaneta,Estadio,Bus,1.4,Martes,22,0,0,2.8,2800,1,2025-04-15,Lluvia
Envigado,Santa Lucia,Caminando,3.9,Martes,8,1,0,23.7,0,1,2025-05-27,Nublado
Caribe,Poblado,Cable,13.1,Jueves,13,1,0,78.0,0,0,2025-09-11,Soleado
San Javier,Ayura,Metro,10.8,Jueves,7,1,0,13.3,3840,0,2025-06-05,Tormenta
San Antonio,Suramericana,Cable,3.5,Sabado,22,0,1,8.8,0,0,2025-09-20,Soleado
Suramericana,Ayura,Cable,9.4,Viernes,14,1,0,54.4,0,1,2025-05-23,Soleado
Caribe,Industriales,Taxi,5.3,Jueves,22,0,0,21.3,7740,0,2025-11-13,Soleado
Tricentenario,Madera,Cable,12.0,Domingo,3,0,1,22.6,0,1,2025-09-28,Nublado
Aguacatala,San Antonio,Caminando,13.2,Lunes,17,1,0,70.4,0,1,2025-10-06,Tormenta
Universidad,Niquia,Taxi,2.8,Sabado,12,1,1,15.1,6888,1,2025-03-01,Soleado
Niquia,Sabaneta,Taxi,1.3,Sabado,3,0,1,5.7,4540,0,2025-04-26,Nublado
Estadio,San Antonio,Metro,3.2,Sabado,12,1,1,6.2,3840,0,2025-04-26,Soleado
Caribe,Niquia,Caminando,12.7,Lunes,17,1,0,60.7,0,0,2025-12-01,Lluvia
Exposiciones,La Estrella,Cable,12.4,Miercoles,22,0,0,33.8,0,1,2025-02-12,Tormenta
Caribe,Bello,Taxi,7.1,Domingo,1,0,1,30.3,9180,0,2025-07-06,Lluvia
Hospital,Prado,Bus,14.4,Sabado,0,0,1,19.4,2800,0,2025-07-05,Soleado
Bello,San Antonio,Caminando,7.8,Martes,12,1,0,31.9,0,0,2025-05-20,Lluvia
Acevedo,Hospital,Bus,9.3,Miercoles,4,0,0,15.8,2800,0,2025-12-03,Nublado
Parque Berrio,Niquia,Cable,5.7,Domingo,2,0,1,14.8,0,0,2025-06-08,Nublado
Itagui,Bello,Bus,7.7,Miercoles,7,1,0,17.3,3360,0,2025-07-16,Soleado
Santa Lucia,Niquia,Metro,6.5,Viernes,9,0,0,7.4,3200,1,2025-10-10,Lluvia
