estacion,dia_semana,hora,es_hora_pico,es_finde_semana,demanda_pasajeros,tiempo_espera_min,transferencias_disponibles,ingresos_diarios,clima,num_tipos_transporte,tiene_metro,tiene_bus,tiene_taxi,tiene_cable,evento_especial
Sabaneta,Viernes,16,0,0,913,8.5,3,3160662.0,Soleado,2,0,1,0,1,0
Niquia,Martes,20,0,0,3761,7.8,1,12769409.0,Nublado,3,0,1,0,1,0
Tricentenario,Sabado,2,0,1,344,7.2,4,1070032.0,Lluvia,2,1,0,0,1,0
Hospital,Lunes,23,0,0,307,10.6,3,1045932.0,Soleado,4,1,1,0,1,1
Aguacatala,Viernes,9,0,0,1148,11.4,0,3506407.0,Lluvia,4,1,0,1,1,0
Floresta,Viernes,11,1,0,1623,18.0,3,4783078.0,Tormenta,1,0,0,0,1,0
Estadio,Miercoles,10,0,0,1005,7.0,3,3306142.0,Nublado,1,0,1,0,0,0
Niquia,Jueves,11,1,0,4450,14.7,4,14434582.0,Nublado,4,1,1,1,0,0
Exposiciones,Lunes,20,0,0,328,11.8,4,987959.0,Nublado,3,0,1,1,1,0
La Estrella,Viernes,18,1,0,3156,17.2,3,10269193.0,Soleado,4,1,1,0,1,0
Hospital,Domingo,6,1,1,544,15.9,1,1658956.0,Nublado,1,0,0,0,0,0
Alpujarra,Domingo,1,0,1,1495,7.7,2,4765012.0,Tormenta,1,1,0,0,0,0
Hospital,Lunes,23,0,0,1006,12.8,1,2977597.0,Lluvia,2,1,0,1,0,0
Floresta,Martes,23,0,0,435,7.9,0,1281254.0,Lluvia,4,1,0,1,1,0
Universidad,Martes,3,0,0,385,7.4,0,1224168.0,Soleado,4,1,1,1,0,1
Estadio,Miercoles,6,1,0,487,9.5,2,1531529.0,Lluvia,4,0,1,1,1,0
San Antonio,Miercoles,21,0,0,3302,3.1,1,10372593.0,Tormenta,4,1,1,1,1,0
Acevedo,Viernes,10,0,0,2292,10.9,1,6759684.0,Lluvia,3,1,0,0,1,0
Itagui,Jueves,4,0,0,460,4.0,3,1541031.0,Tormenta,2,0,0,1,1,0
Hospital,Jueves,15,0,0,679,3.5,2,2246605.0,Tormenta,3,0,1,1,1,1
Niquia,Sabado,1,0,1,613,9.3,3,6824030.0,Lluvia,2,0,0,1,0,0
San Antonio,Jueves,12,1,0,6737,6.0,1,21775932.0,Nublado,3,1,0,0,1,0
Floresta,Miercoles,23,0,0,347,10.9,3,1138667.0,Soleado,4,0,1,1,1,0
Bello,Lunes,10,0,0,850,6.1,2,2446063.0,Tormenta,1,0,0,1,0,0
Tricentenario,Miercoles,9,0,0,875,2.8,1,2650803.0,Soleado,3,0,0,1,1,0
Estadio,Martes,22,0,0,1173,6.0,3,3897986.0,Lluvia,3,0,1,0,1,0
Universidad,Sabado,22,0,1,382,12.7,1,1101472.0,Lluvia,4,1,0,1,1,0
Itagui,Martes,1,0,0,1109,8.1,2,3551429.0,Soleado,1,0,0,0,0,0
Envigado,Domingo,16,0,1,688,8.9,1,2288519.0,Lluvia,4,1,1,1,1,0
Caribe,Viernes,18,1,0,1347,14.3,3,4610212.0,Soleado,3,1,0,0,1,0
San Antonio,Jueves,4,0,0,2412,8.6,2,7652444.0,Nublado,2,0,0,1,0,0
Estadio,Lunes,6,1,0,751,11.6,0,2512564.0,Lluvia,1,0,0,1,0,0
San Javier,Jueves,6,1,0,582,20.7,1,6484186.0,Nublado,4,1,1,0,1,1
Bello,Domingo,14,1,1,495,16.4,0,1721843.0,Nublado,1,0,1,0,0,0
Aguacatala,Jueves,11,1,0,1156,19.2,4,3527997.0,Soleado,1,0,0,0,1,0
Exposiciones,Lunes,12,1,0,1113,7.8,0,3454645.0,Tormenta,3,1,1,1,0,1
Niquia,Miercoles,23,0,0,505,8.7,1,4927194.0,Soleado,2,1,0,0,1,0
Floresta,Viernes,9,0,0,932,6.7,1,2883112.0,Soleado,2,0,1,1,0,0
Niquia,Viernes,6,1,0,1714,36.4,2,18489965.0,Soleado,1,0,0,0,1,0
Industriales,Viernes,17,1,0,1943,11.5,1,5576567.0,Soleado,2,1,0,0,1,0
Aguacatala,Martes,13,1,0,842,16.3,0,2541157.0,Lluvia,3,0,1,1,1,0
Aguacatala,Miercoles,23,0,0,428,4.4,1,1439712.0,Tormenta,1,1,0,0,0,0
Sabaneta,Domingo,7,1,1,617,8.2,3,2016263.0,Lluvia,3,0,1,1,0,0
Itagui,Sabado,23,0,1,487,4.1,1,1368482.0,Lluvia,2,0,1,0,1,0
Itagui,Jueves,15,0,0,492,9.2,4,1517308.0,Soleado,4,0,1,1,1,0
La Estrella,Domingo,10,0,1,680,11.2,3,2271476.0,Lluvia,1,0,0,1,0,0
Suramericana,Lunes,13,1,0,1338,6.4,3,4523851.0,Tormenta,3,0,1,1,0,1
Envigado,Miercoles,16,0,0,707,11.4,4,2076045.0,Lluvia,2,1,1,0,0,0
Itagui,Lunes,16,0,0,1119,8.0,4,3313691.0,Soleado,2,0,1,1,0,0
La Estrella,Viernes,19,1,0,1966,18.7,3,6685986.0,Tormenta,4,0,1,1,1,1
San Antonio,Martes,23,0,0,1501,2.7,4,4904794.0,Tormenta,1,1,0,0,0,0
Tricentenario,Jueves,5,0,0,700,11.0,3,2151590.0,Nublado,3,1,1,0,1,1
Acevedo,Lunes,21,0,0,702,14.8,2,7807835.0,Tormenta,3,1,0,1,0,0
San Javier,Miercoles,9,0,0,1908,10.5,3,5547650.0,Lluvia,3,1,1,1,0,0
La Estrella,Miercoles,13,1,0,3376,6.4,0,9662116.0,Tormenta,3,0,1,1,1,1
Bello,Domingo,3,0,1,833,5.0,2,2705739.0,Soleado,3,1,0,1,1,1
Hospital,Lunes,15,0,0,905,6.9,2,2599862.0,Soleado,4,0,1,1,1,0
Itagui,Miercoles,3,0,0,420,13.1,1,1282046.0,Tormenta,4,1,1,1,1,0
Exposiciones,Martes,23,0,0,295,36.6,1,3148898.0,Tormenta,1,0,0,1,0,0
Floresta,Viernes,8,1,0,2095,8.6,1,6271682.0,Nublado,3,1,0,1,1,0
Floresta,Viernes,11,1,0,2036,4.1,2,6579297.0,Soleado,2,0,0,1,0,0
La Estrella,Domingo,10,0,1,858,4.2,3,2612967.0,Soleado,3,0,1,0,1,0
Universidad,Sabado,9,0,1,717,3.9,4,2356740.0,Tormenta,1,0,0,0,0,0
Tricentenario,Martes,17,1,0,1105,9.1,2,3568480.0,Nublado,3,1,1,0,1,0
San Javier,Miercoles,0,0,0,1259,11.5,1,3741428.0,Lluvia,2,1,1,0,0,0
Niquia,Lunes,15,0,0,3197,8.3,4,9381812.0,Lluvia,4,0,1,1,1,0
Industriales,Miercoles,11,1,0,1109,3.9,1,3354907.0,Soleado,2,0,1,0,0,1
Envigado,Martes,3,0,0,1037,5.9,4,3499620.0,Tormenta,3,1,1,0,0,1
Itagui,Martes,2,0,0,322,8.4,4,1048173.0,Soleado,4,1,1,1,0,0
Itagui,Sabado,23,0,1,699,6.8,1,2439751.0,Tormenta,4,1,1,1,0,0
Estadio,Sabado,21,0,1,593,8.9,2,1904250.0,Soleado,1,0,0,0,0,1
Floresta,Lunes,23,0,0,166,38.8,1,1875300.0,Soleado,1,0,0,1,0,0
Exposiciones,Martes,22,0,0,1124,6.6,3,3256179.0,Lluvia,1,0,0,1,0,0
Santa Lucia,Sabado,8,1,1,387,6.4,0,1175630.0,Soleado,3,1,0,1,0,0
Acevedo,Viernes,0,0,0,1519,5.6,2,4282604.0,Tormenta,3,1,1,0,0,0
Envigado,Martes,11,1,0,2197,5.2,2,7034332.0,Tormenta,2,0,1,0,0,0
Sabaneta,Lunes,17,1,0,2214,18.4,0,6740164.0,Nublado,2,1,0,0,1,0
Sabaneta,Domingo,14,1,1,1015,12.0,2,3016941.0,Soleado,4,1,1,0,1,1
Suramericana,Jueves,22,0,0,1168,7.9,2,4015942.0,Nublado,4,0,1,1,1,1
Estadio,Sabado,9,0,1,449,2.8,0,1411597.0,Lluvia,4,0,1,1,1,0
Ayura,Miercoles,6,1,0,1194,15.2,4,3796861.0,Soleado,1,0,0,0,0,0
Parque Berrio,Jueves,6,1,0,1297,16.5,3,4302121.0,Soleado,2,0,0,1,0,0
Acevedo,Sabado,5,0,1,1467,4.2,1,4694109.0,Nublado,1,0,0,0,1,0
Parque Berrio,Viernes,7,1,0,958,16.6,2,3297732.0,Lluvia,2,0,1,0,0,1
San Javier,Lunes,22,0,0,365,36.1,2,3762373.0,Soleado,4,0,1,1,1,1
Bello,Martes,14,1,0,1804,3.8,0,5196774.0,Nublado,4,1,1,1,1,0
San Javier,Lunes,12,1,0,3118,17.1,2,8967195.0,Nublado,2,1,0,0,1,0
Ayura,Domingo,15,0,1,219,2.2,3,641481.0,Tormenta,1,0,1,0,0,0
Poblado,Sabado,14,1,1,2806,13.3,2,26477718.0,Nublado,3,0,1,1,0,0
Exposiciones,Lunes,4,0,0,817,2.5,1,2646303.0,Lluvia,4,1,0,1,1,0
Tricentenario,Miercoles,10,0,0,124,26.7,3,1309330.0,Soleado,3,1,0,1,1,0
Niquia,Martes,0,0,0,3087,10.8,0,10495498.0,Soleado,1,0,0,0,0,0
La Estrella,Lunes,18,1,0,2539,9.1,1,8322885.0,Tormenta,3,1,0,0,1,0
Hospital,Sabado,9,0,1,557,12.1,2,1848128.0,Tormenta,3,1,1,0,0,0
Exposiciones,Jueves,20,0,0,513,12.8,3,1753709.0,Lluvia,4,0,1,1,1,0
San Javier,Jueves,4,0,0,1303,4.3,1,4166825.0,Lluvia,3,0,1,0,1,0
Exposiciones,Viernes,15,0,0,855,9.4,2,2935449.0,Nublado,4,1,1,0,1,1
Ayura,Domingo,5,0,1,229,6.3,1,685013.0,Nublado,2,0,1,0,1,1
San Antonio,Jueves,7,1,0,5791,18.4,4,18365645.0,Soleado,1,1,0,0,0,0
Niquia,Domingo,1,0,1,1109,12.4,1,3682444.0,Lluvia,3,1,0,1,1,1
Aguacatala,Lunes,22,0,0,596,5.3,4,1735474.0,Tormenta,2,1,0,0,1,0
Envigado,Viernes,20,0,0,1016,13.3,1,3539020.0,Soleado,2,1,0,0,1,0
Exposiciones,Domingo,12,1,1,602,19.3,2,2077899.0,Tormenta,2,1,0,0,1,0
San Antonio,Jueves,11,1,0,3487,7.7,3,12001329.0,Soleado,2,0,0,1,0,0
Sabaneta,Jueves,0,0,0,473,6.1,2,1387979.0,Lluvia,1,0,0,0,1,0
Bello,Sabado,7,1,1,617,3.3,3,2012399.0,Soleado,1,0,1,0,0,0
Parque Berrio,Lunes,6,1,0,1167,14.4,2,3836862.0,Lluvia,4,1,1,1,1,0
Aguacatala,Domingo,8,1,1,782,13.9,2,2661174.0,Soleado,1,0,1,0,0,0
Madera,Martes,11,1,0,244,13.3,0,2778140.0,Tormenta,3,1,0,0,1,0
Suramericana,Domingo,3,0,1,253,4.1,0,741265.0,Tormenta,1,1,0,0,0,0
Universidad,Domingo,22,0,1,414,8.0,3,1396126.0,Soleado,4,0,1,1,1,1
Caribe,Miercoles,0,0,0,480,13.2,2,1392348.0,Nublado,2,1,0,0,0,0
San Antonio,Domingo,5,0,1,2312,6.6,2,6826829.0,Lluvia,3,1,1,1,0,0
Estadio,Lunes,2,0,0,364,7.6,0,1177137.0,Soleado,1,0,0,0,1,0
San Antonio,Miercoles,11,1,0,6249,16.8,3,19063692.0,Lluvia,3,0,1,1,1,0
Hospital,Martes,5,0,0,1007,5.9,3,3439894.0,Nublado,4,1,1,0,1,1
Industriales,Lunes,4,0,0,207,37.3,1,2124919.0,Nublado,2,0,1,0,0,0
Niquia,Domingo,15,0,1,1568,2.1,3,4564168.0,Tormenta,3,0,1,0,1,1
Industriales,Domingo,15,0,1,521,2.6,2,1716287.0,Nublado,2,0,1,0,1,1
Aguacatala,Martes,9,0,0,646,9.2,4,2002793.0,Lluvia,2,0,0,1,0,0
Suramericana,Viernes,4,0,0,878,13.2,0,2469284.0,Nublado,2,0,1,1,0,0
La Estrella,Lunes,8,1,0,3759,14.4,1,13065651.0,Nublado,2,0,1,0,0,1
Itagui,Viernes,0,0,0,823,12.1,3,2736586.0,Tormenta,1,0,0,0,0,1
Sabaneta,Sabado,2,0,1,511,11.1,2,1685449.0,Nublado,1,0,0,0,1,0
La Estrella,Jueves,10,0,0,1788,8.4,2,6203765.0,Nublado,3,0,1,1,0,0
Parque Berrio,Sabado,23,0,1,1420,5.1,3,4396453.0,Lluvia,1,0,0,1,0,0
Tricentenario,Domingo,0,0,1,670,6.7,2,2094057.0,Nublado,2,0,0,0,1,1
Estadio,Martes,3,0,0,766,5.0,4,2387877.0,Soleado,2,1,0,1,0,0
San Antonio,Viernes,15,0,0,2080,5.5,3,6624985.0,Soleado,3,0,1,0,1,0
San Antonio,Viernes,18,1,0,5492,14.7,1,17287024.0,Nublado,2,1,1,0,0,0
Madera,Viernes,11,1,0,653,15.3,3,2011496.0,Nublado,4,1,1,1,1,1
Caribe,Sabado,8,1,1,175,8.3,1,1837160.0,Lluvia,2,0,1,1,0,1
Estadio,Viernes,21,0,0,319,7.8,2,1003114.0,Soleado,4,1,0,1,1,0
Hospital,Domingo,15,0,1,466,8.6,2,1470884.0,Lluvia,4,1,1,1,0,0
Envigado,Viernes,16,0,0,463,11.6,4,1379460.0,Lluvia,3,1,0,1,1,1
Niquia,Domingo,19,1,1,1908,16.2,1,5609711.0,Tormenta,3,0,1,1,0,0
La Estrella,Lunes,7,1,0,2183,7.8,1,7380092.0,Lluvia,2,0,0,0,1,1
Exposiciones,Miercoles,5,0,0,791,8.4,2,2654993.0,Soleado,2,1,0,0,0,0
Sabaneta,Domingo,0,0,1,177,6.3,4,614694.0,Lluvia,3,0,1,0,1,0
Prado,Sabado,20,0,1,441,12.3,2,1278585.0,Tormenta,2,1,0,0,0,0
Niquia,Jueves,2,0,0,3364,12.0,4,11055594.0,Tormenta,1,0,0,0,0,0
Floresta,Domingo,4,0,1,226,6.2,0,711492.0,Soleado,4,1,1,1,1,0
Santa Lucia,Domingo,23,0,1,375,2.1,2,1302837.0,Tormenta,4,1,1,1,0,0
Santa Lucia,Sabado,9,0,1,264,7.1,3,839840.0,Lluvia,3,0,1,0,1,1
Caribe,Sabado,12,1,1,1131,5.1,3,3701760.0,Lluvia,4,1,1,1,0,1
Poblado,Sabado,21,0,1,2465,12.5,1,7935217.0,Nublado,2,0,1,0,0,1
Madera,Domingo,3,0,1,441,1.8,4,1439973.0,Soleado,2,0,0,1,1,0
