perfil,viajes_mes,presupuesto,pref_horario,origen_frecuente,destino_frecuente,usa_metro,usa_taxi,distancia_promedio,tolerancia_transbordos,usa_horario_pico,eventos_mes
Turista,13,medio,Tarde,Cisneros,Exposiciones,1,0,3.7,3,1,6
Ocasional,2,bajo,Mañana,Niquia,Santa Lucia,1,0,5.9,0,1,2
Turista,9,medio,Tarde,Aguacatala,Universidad,1,0,12.1,0,1,6
Frecuente,33,bajo,Hora Pico,Cisneros,Itagui,1,0,10.1,2,0,6
Turista,13,medio,Tarde,Aguacatala,Industriales,1,0,3.1,2,1,8
Ocasional,1,bajo,Tarde,San Javier,Sabaneta,0,0,3.6,1,0,2
Premium,6,alto,Flexible,Alpujarra,Poblado,1,1,14.1,2,1,4
Ocasional,3,bajo,Tarde,Industriales,Madera,0,0,7.7,2,0,2
Ocasional,8,bajo,Tarde,Itagui,Acevedo,0,0,12.1,0,1,4
Frecuente,46,bajo,Fuera de Hora Pico,Ayura,Prado,1,0,10.3,1,0,1
Turista,10,medio,Tarde,Prado,Sabaneta,1,0,13.0,0,1,7
Turista,10,medio,Tarde,San Antonio,Exposiciones,1,0,3.3,0,0,7
Premium,25,alto,Flexible,San Antonio,Aguacatala,0,1,7.3,1,1,5
Ocasional,4,bajo,Noche,Bello,Hospital,1,0,14.4,0,0,7
Premium,22,alto,Flexible,Alpujarra,Industriales,1,1,8.7,2,1,5
Ocasional,6,bajo,Mañana,San Javier,Floresta,1,0,14.8,3,0,2
Turista,3,medio,Tarde,Ayura,Acevedo,1,0,5.0,3,1,0
Frecuente,51,bajo,Hora Pico,Niquia,Tricentenario,1,0,3.0,1,1,0
Frecuente,35,bajo,Fuera de Hora Pico,Acevedo,Suramericana,1,0,7.9,0,1,5
Turista,14,medio,Tarde,Ayura,Itagui,1,0,12.7,2,0,6
Turista,4,medio,Tarde,Itagui,Niquia,1,0,9.0,3,0,4
Ocasional,5,bajo,Mañana,Floresta,San Javier,1,0,11.5,3,1,6
Frecuente,28,bajo,Hora Pico,Poblado,Floresta,1,0,13.1,3,0,1
Ocasional,6,bajo,Tarde,Caribe,Estadio,0,0,7.6,1,1,4
Turista,8,medio,Tarde,Floresta,San Antonio,1,0,10.0,0,1,5
Turista,11,medio,Tarde,Ayura,Cisneros,1,0,7.8,2,1,3
Frecuente,57,bajo,Fuera de Hora Pico,Prado,Exposiciones,1,0,5.3,0,1,2
Frecuente,54,bajo,Fuera de Hora Pico,Envigado,Poblado,1,0,7.9,2,1,3
Frecuente,48,bajo,Hora Pico,Exposiciones,Suramericana,1,0,10.7,0,1,0
Premium,19,alto,Flexible,Estadio,Floresta,0,1,8.6,2,1,3
Ocasional,4,bajo,Noche,Caribe,Floresta,1,0,9.9,0,0,2
Turista,11,medio,Tarde,Suramericana,San Antonio,1,0,4.9,1,0,1
Premium,7,alto,Flexible,Estadio,Industriales,0,1,8.9,0,1,6
Ocasional,2,bajo,Mañana,Industriales,San Antonio,1,0,9.1,3,1,2
Premium,9,alto,Flexible,Alpujarra,Itagui,1,1,4.6,1,1,5
Premium,25,alto,Flexible,Floresta,Parque Berrio,1,1,10.5,0,1,8
Turista,6,medio,Tarde,Ayura,Universidad,1,0,12.0,3,1,6
Ocasional,2,bajo,Tarde,Sabaneta,Ayura,1,0,7.7,0,0,6
Premium,12,alto,Flexible,Madera,Exposiciones,0,1,11.0,1,0,0
Turista,12,medio,Tarde,Suramericana,Acevedo,1,0,10.4,2,1,7
Turista,3,medio,Tarde,Madera,Exposiciones,1,0,3.7,1,1,3
Premium,15,alto,Flexible,Sabaneta,Ayura,0,1,4.8,2,1,1
Frecuente,32,bajo,Fuera de Hora Pico,Envigado,Ayura,1,0,4.3,3,1,4
Frecuente,42,bajo,Hora Pico,Poblado,Cisneros,1,0,14.0,1,1,2
Ocasional,4,bajo,Noche,Cisneros,San Javier,1,0,3.7,0,1,6
Turista,10,medio,Tarde,San Antonio,Alpujarra,1,0,3.0,2,0,5
Turista,15,medio,Tarde,La Estrella,San Javier,1,0,13.7,3,1,3
Turista,10,medio,Tarde,Universidad,Hospital,1,0,15.0,0,0,4
Turista,7,medio,Tarde,Madera,Exposiciones,1,0,12.2,0,1,3
Frecuente,59,bajo,Fuera de Hora Pico,Industriales,Poblado,1,0,11.5,2,1,2
Premium,25,alto,Flexible,Parque Berrio,Itagui,1,1,7.1,3,1,7
Premium,20,alto,Flexible,Bello,Suramericana,0,1,7.6,2,1,6
Ocasional,2,bajo,Tarde,Estadio,Madera,1,0,10.1,2,0,0
Ocasional,3,bajo,Tarde,San Javier,Ayura,1,0,12.5,2,1,6
Frecuente,48,bajo,Hora Pico,La Estrella,Cisneros,1,0,14.6,3,1,6
Premium,13,alto,Flexible,Hospital,San Antonio,0,1,14.3,3,1,4
Premium,8,alto,Flexible,Prado,Santa Lucia,1,1,13.5,1,1,2
Turista,8,medio,Tarde,Suramericana,La Estrella,1,0,12.3,2,0,3
Turista,10,medio,Tarde,Alpujarra,Industriales,1,0,5.1,2,1,5
Premium,5,alto,Flexible,Itagui,San Javier,1,1,14.6,1,1,5
Premium,15,alto,Flexible,San Javier,Parque Berrio,1,1,10.5,1,0,0
Premium,19,alto,Flexible,Prado,Parque Berrio,1,1,8.9,3,1,3
Ocasional,2,bajo,Noche,Exposiciones,Suramericana,1,0,11.3,1,1,0
Premium,12,alto,Flexible,Ayura,Poblado,0,1,3.8,2,1,8
Frecuente,37,bajo,Fuera de Hora Pico,Hospital,Niquia,1,0,4.6,3,1,3
Premium,14,alto,Flexible,Suramericana,Prado,0,1,3.7,2,1,8
Ocasional,5,bajo,Noche,Ayura,Envigado,1,0,7.6,0,1,7
Turista,6,medio,Tarde,Cisneros,Prado,1,0,14.3,1,1,4
Turista,15,medio,Tarde,Poblado,Acevedo,1,0,4.3,3,1,3
Turista,15,medio,Tarde,Envigado,Madera,1,0,7.1,3,0,6
Frecuente,24,bajo,Fuera de Hora Pico,Universidad,Industriales,1,0,14.2,0,0,8
Turista,6,medio,Tarde,Madera,San Antonio,1,0,3.2,1,1,1
Turista,9,medio,Tarde,Industriales,Suramericana,1,0,11.6,3,0,6
Turista,10,medio,Tarde,Exposiciones,Caribe,1,0,14.2,0,1,2
Premium,19,alto,Flexible,Prado,Ayura,0,1,7.9,3,1,7
Ocasional,7,bajo,Tarde,La Estrella,Prado,0,0,9.2,2,1,2
Premium,19,alto,Flexible,Universidad,Alpujarra,0,1,15.0,0,1,0
Frecuente,38,bajo,Hora Pico,Hospital,Suramericana,1,0,8.3,2,1,2
Premium,20,alto,Flexible,Alpujarra,San Antonio,0,1,9.2,1,1,1
Ocasional,6,bajo,Mañana,Madera,Cisneros,1,0,10.2,0,1,0
Turista,10,medio,Tarde,Aguacatala,San Javier,1,0,8.1,1,1,1
Frecuente,26,bajo,Fuera de Hora Pico,Parque Berrio,Alpujarra,1,0,5.9,1,0,4
Frecuente,42,bajo,Fuera de Hora Pico,Niquia,Prado,1,0,14.5,1,0,2
Ocasional,1,bajo,Mañana,San Antonio,Parque Berrio,0,0,11.4,3,1,1
Premium,23,alto,Flexible,Aguacatala,Bello,1,1,5.8,3,0,6
Frecuente,43,bajo,Hora Pico,Caribe,Bello,1,0,3.8,2,1,3
Premium,14,alto,Flexible,Suramericana,Universidad,1,1,12.4,3,1,8
Frecuente,47,bajo,Fuera de Hora Pico,Hospital,Poblado,1,0,10.6,2,1,4
Premium,23,alto,Flexible,San Javier,Exposiciones,0,1,14.2,1,1,6
Turista,15,medio,Tarde,Universidad,Sabaneta,1,0,4.7,0,1,0
Premium,9,alto,Flexible,Sabaneta,La Estrella,0,1,13.4,0,0,2
Premium,19,alto,Flexible,La Estrella,Suramericana,0,1,12.5,2,0,7
Frecuente,23,bajo,Hora Pico,Ayura,Aguacatala,1,0,4.6,0,0,0
Frecuente,52,bajo,Hora Pico,Floresta,Itagui,1,0,10.4,1,1,0
Ocasional,6,bajo,Mañana,Sabaneta,Alpujarra,1,0,14.3,3,1,1
Turista,11,medio,Tarde,Estadio,Bello,1,0,11.7,3,1,3
Ocasional,5,bajo,Noche,Niquia,Alpujarra,0,0,11.2,2,1,8
Ocasional,2,bajo,Noche,Acevedo,Parque Berrio,0,0,5.5,1,1,5
Turista,7,medio,Tarde,Universidad,Caribe,1,0,4.2,0,0,5
Premium,23,alto,Flexible,Itagui,Madera,0,1,12.1,3,1,1
Turista,12,medio,Tarde,Suramericana,San Javier,1,0,3.6,0,0,4
Ocasional,8,bajo,Noche,San Antonio,Floresta,1,0,9.8,0,1,5
Premium,22,alto,Flexible,Niquia,Sabaneta,1,1,14.9,0,1,8
Ocasional,2,bajo,Mañana,Cisneros,San Javier,1,0,5.6,3,0,6
Premium,11,alto,Flexible,La Estrella,Universidad,1,1,10.9,3,0,0
Ocasional,7,bajo,Mañana,Alpujarra,Universidad,0,0,7.0,0,1,2
Premium,18,alto,Flexible,San Javier,Envigado,1,1,9.6,0,1,4
Turista,3,medio,Tarde,Prado,Poblado,1,0,6.3,2,1,1
Turista,12,medio,Tarde,Floresta,Universidad,1,0,5.0,2,0,5
Turista,15,medio,Tarde,Suramericana,San Javier,1,0,14.4,2,0,3
Premium,11,alto,Flexible,Hospital,Envigado,0,1,10.7,0,1,6
Turista,10,medio,Tarde,San Javier,Niquia,1,0,10.5,2,0,8
Premium,21,alto,Flexible,Prado,Floresta,0,1,14.9,2,0,0
Ocasional,3,bajo,Tarde,Aguacatala,Envigado,1,0,12.5,0,0,0
Frecuente,48,bajo,Fuera de Hora Pico,Universidad,Suramericana,1,0,4.0,0,1,8
Turista,12,medio,Tarde,La Estrella,Floresta,1,0,6.7,2,0,0
Turista,7,medio,Tarde,Ayura,Poblado,1,0,14.4,0,1,4
Ocasional,6,bajo,Noche,Prado,Niquia,0,0,6.8,0,1,3
Turista,4,medio,Tarde,Aguacatala,Bello,1,0,3.0,2,1,5
Premium,8,alto,Flexible,San Javier,Prado,0,1,9.1,0,0,4
Premium,10,alto,Flexible,Hospital,Floresta,1,1,9.9,1,1,5
Turista,4,medio,Tarde,Prado,Parque Berrio,1,0,4.2,1,1,8
Turista,3,medio,Tarde,Madera,Bello,1,0,10.3,1,0,2
Premium,8,alto,Flexible,Acevedo,Tricentenario,1,1,4.2,2,1,3
Frecuente,36,bajo,Hora Pico,Sabaneta,Exposiciones,1,0,12.0,1,1,6
Ocasional,3,bajo,Mañana,Cisneros,Suramericana,1,0,8.0,2,1,0
Ocasional,2,bajo,Mañana,Santa Lucia,Universidad,0,0,5.6,0,0,7
Turista,8,medio,Tarde,Alpujarra,San Javier,1,0,14.8,3,1,2
Frecuente,55,bajo,Hora Pico,Exposiciones,Envigado,1,0,6.7,2,0,4
Turista,5,medio,Tarde,Caribe,Cisneros,1,0,9.1,3,0,0
Premium,11,alto,Flexible,Floresta,Sabaneta,1,1,7.4,2,0,1
Turista,11,medio,Tarde,Hospital,Industriales,1,0,4.8,3,1,1
Ocasional,8,bajo,Mañana,Parque Berrio,Acevedo,1,0,14.4,2,1,5
Turista,12,medio,Tarde,Ayura,Estadio,1,0,13.0,0,1,5
Ocasional,5,bajo,Noche,Santa Lucia,Cisneros,1,0,7.4,3,0,5
Frecuente,28,bajo,Hora Pico,Aguacatala,Universidad,1,0,4.5,2,0,8
Turista,13,medio,Tarde,San Javier,Caribe,1,0,9.8,0,1,0
Frecuente,59,bajo,Hora Pico,La Estrella,Poblado,1,0,14.9,3,1,1
Frecuente,36,bajo,Hora Pico,Bello,San Antonio,1,0,10.5,3,1,1
Frecuente,26,bajo,Fuera de Hora Pico,Alpujarra,Suramericana,1,0,13.4,1,1,3
Ocasional,4,bajo,Mañana,Prado,Madera,0,0,5.6,0,0,3
Ocasional,5,bajo,Tarde,Cisneros,Parque Berrio,1,0,5.2,2,0,7
Ocasional,6,bajo,Tarde,Floresta,Tricentenario,0,0,13.7,3,0,2
Turista,3,medio,Tarde,Floresta,Parque Berrio,1,0,9.8,3,1,7
Turista,14,medio,Tarde,Caribe,Exposiciones,1,0,7.8,3,1,4
Ocasional,2,bajo,Mañana,Niquia,Aguacatala,1,0,11.3,2,1,6
Turista,5,medio,Tarde,Santa Lucia,Poblado,1,0,11.5,1,0,6
Ocasional,1,bajo,Tarde,Acevedo,La Estrella,0,0,13.4,3,1,5
Frecuente,28,bajo,Hora Pico,Acevedo,Madera,1,0,4.7,3,1,0
Premium,9,alto,Flexible,Itagui,Estadio,1,1,5.7,1,0,8
Ocasional,5,bajo,Mañana,Acevedo,Poblado,0,0,13.7,0,1,6
Turista,7,medio,Tarde,San Javier,Parque Berrio,1,0,13.9,3,1,0
Turista,4,medio,Tarde,Acevedo,La Estrella,1,0,15.0,2,1,1
Ocasional,6,bajo,Tarde,Tricentenario,Prado,1,0,10.0,1,1,5
Premium,21,alto,Flexible,Caribe,Industriales,0,1,6.6,1,1,2
Premium,15,alto,Flexible,Floresta,Itagui,1,1,13.2,3,0,4
Turista,13,medio,Tarde,Envigado,Aguacatala,1,0,7.2,0,1,0
Premium,25,alto,Flexible,Madera,Ayura,0,1,9.3,2,0,0
Frecuente,51,bajo,Fuera de Hora Pico,Estadio,Ayura,1,0,10.2,1,0,3
Turista,12,medio,Tarde,Cisneros,Universidad,1,0,7.9,3,1,4
Premium,22,alto,Flexible,Acevedo,Tricentenario,1,1,9.5,0,1,8
Frecuente,51,bajo,Fuera de Hora Pico,La Estrella,Hospital,1,0,6.6,3,1,6
Turista,11,medio,Tarde,Floresta,Parque Berrio,1,0,7.5,1,1,3
Frecuente,60,bajo,Hora Pico,La Estrella,Ayura,1,0,13.0,0,1,7
Premium,14,alto,Flexible,Suramericana,San Antonio,0,1,6.3,2,1,7
Turista,13,medio,Tarde,Suramericana,Niquia,1,0,11.7,0,1,7
Ocasional,5,bajo,Noche,San Antonio,Universidad,1,0,3.3,0,0,3
Ocasional,5,bajo,Mañana,Aguacatala,Caribe,0,0,14.5,1,0,2
Premium,17,alto,Flexible,Prado,Bello,0,1,7.4,2,1,2
Premium,8,alto,Flexible,Parque Berrio,San Javier,1,1,9.4,3,1,6
Premium,9,alto,Flexible,Poblado,Parque Berrio,0,1,4.9,1,1,0
Frecuente,28,bajo,Hora Pico,Prado,Madera,1,0,3.0,2,1,6
Ocasional,8,bajo,Mañana,San Antonio,Caribe,1,0,11.6,0,1,8
Turista,9,medio,Tarde,Bello,La Estrella,1,0,7.9,1,1,5
Ocasional,1,bajo,Noche,Caribe,Acevedo,0,0,11.8,2,1,3
Frecuente,23,bajo,Fuera de Hora Pico,Floresta,Niquia,1,0,8.1,2,0,6
Ocasional,6,bajo,Noche,Prado,Santa Lucia,1,0,7.2,1,1,4
Ocasional,2,bajo,Noche,Suramericana,Bello,0,0,12.5,1,0,6
Turista,9,medio,Tarde,Floresta,Bello,1,0,6.6,3,0,2
Ocasional,6,bajo,Mañana,San Antonio,Acevedo,1,0,10.2,3,1,2
Turista,3,medio,Tarde,San Antonio,Envigado,1,0,8.2,1,0,4
Frecuente,37,bajo,Hora Pico,Caribe,Bello,1,0,8.9,0,1,3
Ocasional,1,bajo,Tarde,Caribe,Universidad,1,0,4.7,3,0,5
Frecuente,45,bajo,Fuera de Hora Pico,Parque Berrio,Caribe,1,0,9.5,3,0,7
Turista,14,medio,Tarde,La Estrella,Aguacatala,1,0,11.0,3,1,8
Ocasional,2,bajo,Mañana,Suramericana,Universidad,0,0,3.4,2,0,2
Frecuente,53,bajo,Hora Pico,Alpujarra,Caribe,1,0,4.8,3,1,0
Premium,14,alto,Flexible,La Estrella,Hospital,1,1,10.6,2,0,6
Premium,18,alto,Flexible,Acevedo,Floresta,1,1,5.0,0,1,5
Premium,25,alto,Flexible,Poblado,Sabaneta,0,1,6.0,3,0,1
Premium,17,alto,Flexible,Sabaneta,Estadio,1,1,12.1,2,1,6
Ocasional,1,bajo,Mañana,San Javier,Suramericana,1,0,10.8,2,0,1
Ocasional,5,bajo,Mañana,Poblado,Bello,1,0,5.0,3,1,0
Premium,5,alto,Flexible,Industriales,Suramericana,1,1,12.9,1,0,7
Frecuente,37,bajo,Fuera de Hora Pico,San Javier,Prado,1,0,12.3,3,0,8
Premium,7,alto,Flexible,Exposiciones,San Antonio,0,1,12.0,1,0,2
Turista,10,medio,Tarde,Sabaneta,Madera,1,0,12.1,0,1,8
Premium,8,alto,Flexible,Sabaneta,Floresta,1,1,5.1,3,0,1
Turista,12,medio,Tarde,Parque Berrio,Tricentenario,1,0,12.2,1,1,2
Premium,12,alto,Flexible,Envigado,Poblado,0,1,7.0,3,1,6
Ocasional,8,bajo,Tarde,San Javier,Aguacatala,1,0,4.9,2,1,5
Frecuente,47,bajo,Fuera de Hora Pico,Niquia,Ayura,1,0,10.0,1,0,4
Ocasional,4,bajo,Noche,Aguacatala,Envigado,0,0,5.6,0,1,2
Turista,9,medio,Tarde,Ayura,Exposiciones,1,0,7.6,0,1,0
Turista,12,medio,Tarde,Alpujarra,Poblado,1,0,7.0,0,0,2
Frecuente,51,bajo,Fuera de Hora Pico,Niquia,La Estrella,1,0,5.4,3,1,0
Premium,20,alto,Flexible,Envigado,Bello,0,1,5.8,1,1,1
Premium,9,alto,Flexible,Suramericana,Aguacatala,0,1,6.5,1,1,3
Frecuente,60,bajo,Hora Pico,San Javier,Industriales,1,0,14.9,2,1,5
Premium,10,alto,Flexible,Floresta,Tricentenario,1,1,10.3,1,1,8
Frecuente,29,bajo,Fuera de Hora Pico,Niquia,Santa Lucia,1,0,8.7,0,1,5
Ocasional,7,bajo,Mañana,Itagui,Cisneros,0,0,9.1,0,1,8
Ocasional,5,bajo,Mañana,Hospital,Industriales,0,0,11.7,3,0,4
Premium,15,alto,Flexible,Aguacatala,Alpujarra,0,1,10.2,1,1,3
Frecuente,50,bajo,Hora Pico,Caribe,Tricentenario,1,0,4.2,2,1,3
Frecuente,40,bajo,Hora Pico,Estadio,Acevedo,1,0,7.7,1,1,2
Turista,7,medio,Tarde,Alpujarra,Acevedo,1,0,4.0,3,1,1
Turista,3,medio,Tarde,Envigado,Exposiciones,1,0,5.1,2,1,5
Ocasional,4,bajo,Mañana,Industriales,Estadio,1,0,3.1,2,1,5
Frecuente,56,bajo,Fuera de Hora Pico,Exposiciones,Estadio,1,0,6.7,3,0,1
Ocasional,4,bajo,Mañana,Poblado,Tricentenario,0,0,5.3,0,1,1
Premium,17,alto,Flexible,Bello,Suramericana,1,1,7.9,1,1,8
Premium,7,alto,Flexible,Floresta,Industriales,1,1,10.8,2,1,1
Turista,9,medio,Tarde,Itagui,Poblado,1,0,7.9,1,0,6
Premium,14,alto,Flexible,Parque Berrio,Hospital,0,1,8.4,0,1,3
Premium,9,alto,Flexible,Industriales,Tricentenario,0,1,8.2,0,1,7
Premium,13,alto,Flexible,Tricentenario,Acevedo,0,1,13.3,2,0,1
Turista,6,medio,Tarde,Ayura,Madera,1,0,11.0,0,1,4
Turista,6,medio,Tarde,Acevedo,Aguacatala,1,0,6.9,0,1,5
Frecuente,55,bajo,Fuera de Hora Pico,Niquia,Envigado,1,0,11.8,1,0,1
Ocasional,5,bajo,Tarde,Floresta,San Antonio,0,0,4.1,1,1,6
Frecuente,38,bajo,Hora Pico,Madera,Floresta,1,0,8.3,0,1,1
Turista,6,medio,Tarde,Suramericana,Universidad,1,0,12.1,2,1,1
Premium,13,alto,Flexible,La Estrella,San Javier,0,1,9.1,1,1,1
Turista,15,medio,Tarde,Industriales,Itagui,1,0,9.9,1,1,2
Ocasional,7,bajo,Noche,Itagui,San Javier,0,0,10.1,2,1,8
Ocasional,3,bajo,Noche,Alpujarra,Aguacatala,1,0,4.4,3,1,1
Ocasional,7,bajo,Noche,Alpujarra,Parque Berrio,0,0,10.2,1,0,4
Premium,12,alto,Flexible,Acevedo,Hospital,1,1,5.6,3,0,3
Turista,10,medio,Tarde,Santa Lucia,Parque Berrio,1,0,13.2,0,1,6
Ocasional,6,bajo,Tarde,Hospital,Aguacatala,0,0,11.2,3,1,3
Turista,10,medio,Tarde,Madera,Caribe,1,0,9.0,2,1,6
Premium,12,alto,Flexible,Acevedo,Aguacatala,0,1,12.5,2,1,6
Turista,5,medio,Tarde,Sabaneta,Industriales,1,0,8.4,1,1,4
Ocasional,7,bajo,Mañana,Madera,La Estrella,0,0,12.1,0,1,7
Turista,8,medio,Tarde,Floresta,Santa Lucia,1,0,14.2,3,1,7
Premium,5,alto,Flexible,La Estrella,Alpujarra,0,1,7.1,0,1,5
Premium,5,alto,Flexible,Cisneros,Acevedo,1,1,8.2,2,1,8
Premium,6,alto,Flexible,Tricentenario,Industriales,1,1,8.7,2,1,6
Ocasional,5,bajo,Mañana,Tricentenario,Exposiciones,1,0,14.2,0,1,6
Frecuente,46,bajo,Hora Pico,Universidad,Envigado,1,0,7.0,2,0,8
Frecuente,32,bajo,Hora Pico,Universidad,Tricentenario,1,0,10.4,3,1,3
Premium,11,alto,Flexible,Sabaneta,Itagui,1,1,4.3,3,1,7
Turista,6,medio,Tarde,Ayura,Alpujarra,1,0,9.1,3,1,2
Frecuente,41,bajo,Fuera de Hora Pico,Hospital,Ayura,1,0,11.3,1,1,2
Turista,4,medio,Tarde,Madera,Aguacatala,1,0,12.7,3,1,3
Premium,24,alto,Flexible,Universidad,La Estrella,1,1,6.2,2,1,6
Premium,21,alto,Flexible,Envigado,Industriales,1,1,5.8,0,1,7
Frecuente,53,bajo,Fuera de Hora Pico,San Antonio,Floresta,1,0,10.5,0,1,3
Premium,12,alto,Flexible,Itagui,Floresta,1,1,4.4,1,1,5
Premium,14,alto,Flexible,Poblado,Exposiciones,1,1,4.8,1,1,5
Turista,7,medio,Tarde,Bello,San Antonio,1,0,3.3,2,0,7
Turista,15,medio,Tarde,Niquia,Hospital,1,0,7.4,3,1,3
Ocasional,8,bajo,Noche,Itagui,Cisneros,1,0,10.3,2,0,0
Ocasional,7,bajo,Noche,Estadio,Acevedo,1,0,10.5,2,0,2
Frecuente,37,bajo,Fuera de Hora Pico,Acevedo,Exposiciones,1,0,11.7,2,0,1
Turista,3,medio,Tarde,Ayura,Tricentenario,1,0,9.8,1,0,2
Premium,7,alto,Flexible,Niquia,Universidad,0,1,10.0,2,0,1
Premium,19,alto,Flexible,Caribe,La Estrella,1,1,9.9,2,1,5
Frecuente,35,bajo,Fuera de Hora Pico,Ayura,Universidad,1,0,11.3,0,0,7
Premium,20,alto,Flexible,Exposiciones,Itagui,1,1,6.4,1,1,3
Frecuente,33,bajo,Hora Pico,Estadio,La Estrella,1,0,9.7,2,1,6
Premium,7,alto,Flexible,Santa Lucia,Parque Berrio,0,1,9.7,0,1,4
Ocasional,4,bajo,Mañana,Industriales,Cisneros,0,0,3.6,2,1,4
Ocasional,4,bajo,Tarde,Parque Berrio,Acevedo,0,0,14.6,3,1,3
Frecuente,38,bajo,Hora Pico,Estadio,Santa Lucia,1,0,10.6,3,0,2
Ocasional,3,bajo,Mañana,San Javier,Niquia,1,0,13.6,1,1,3
Ocasional,7,bajo,Tarde,San Javier,Madera,0,0,10.9,0,1,0
Frecuente,35,bajo,Hora Pico,Exposiciones,Sabaneta,1,0,11.2,0,1,2
Premium,19,alto,Flexible,Suramericana,Alpujarra,0,1,8.1,2,1,1
Frecuente,42,bajo,Fuera de Hora Pico,Estadio,Poblado,1,0,11.3,3,0,6
Frecuente,39,bajo,Hora Pico,San Javier,Caribe,1,0,5.8,2,1,2
Ocasional,4,bajo,Mañana,La Estrella,Alpujarra,1,0,10.5,2,1,0
Ocasional,4,bajo,Noche,Estadio,Aguacatala,1,0,4.7,3,1,5
Frecuente,56,bajo,Hora Pico,Niquia,Industriales,1,0,13.2,3,0,3
Frecuente,48,bajo,Fuera de Hora Pico,San Antonio,Universidad,1,0,14.4,2,1,0
Frecuente,39,bajo,Fuera de Hora Pico,Exposiciones,Envigado,1,0,10.4,1,0,8
Premium,22,alto,Flexible,Floresta,Caribe,1,1,3.3,0,1,1
Premium,14,alto,Flexible,Envigado,Parque Berrio,1,1,8.9,1,0,4
Ocasional,6,bajo,Mañana,Niquia,Hospital,1,0,11.1,1,0,7
Turista,8,medio,Tarde,Sabaneta,La Estrella,1,0,3.7,2,1,8
Frecuente,56,bajo,Hora Pico,Niquia,Hospital,1,0,5.1,2,0,0
Frecuente,60,bajo,Fuera de Hora Pico,Tricentenario,Envigado,1,0,12.1,0,1,7
Frecuente,58,bajo,Fuera de Hora Pico,Cisneros,Poblado,1,0,6.9,2,1,1
Frecuente,47,bajo,Hora Pico,Poblado,Bello,1,0,10.7,3,1,6
Frecuente,33,bajo,Hora Pico,Suramericana,Caribe,1,0,4.9,0,1,6
Turista,11,medio,Tarde,Sabaneta,La Estrella,1,0,5.1,1,1,6
Frecuente,26,bajo,Hora Pico,Universidad,San Antonio,1,0,7.4,2,1,5
Turista,8,medio,Tarde,Exposiciones,Caribe,1,0,3.8,1,1,5
Ocasional,5,bajo,Tarde,Estadio,Parque Berrio,0,0,9.0,1,1,6
Frecuente,48,bajo,Hora Pico,Alpujarra,Poblado,1,0,14.2,2,1,4
Turista,9,medio,Tarde,Industriales,Sabaneta,1,0,7.3,2,1,7
Ocasional,6,bajo,Mañana,Alpujarra,Bello,1,0,7.8,3,1,5
Ocasional,2,bajo,Tarde,San Antonio,La Estrella,0,0,4.6,2,1,7
Ocasional,5,bajo,Mañana,Prado,Industriales,1,0,14.5,3,1,0
Ocasional,5,bajo,Noche,Industriales,Niquia,1,0,11.3,3,0,2
Premium,6,alto,Flexible,Industriales,Tricentenario,0,1,12.2,2,0,2
Ocasional,3,bajo,Mañana,Caribe,Acevedo,1,0,5.2,1,1,2
Premium,13,alto,Flexible,Aguacatala,Exposiciones,0,1,5.9,0,1,4
Turista,7,medio,Tarde,Itagui,Aguacatala,1,0,10.6,2,1,2
Premium,13,alto,Flexible,Floresta,Envigado,0,1,6.8,1,1,4
Ocasional,7,bajo,Noche,Hospital,Exposiciones,1,0,14.1,2,0,8
Turista,13,medio,Tarde,San Javier,San Antonio,1,0,4.0,0,1,0
Ocasional,2,bajo,Tarde,Estadio,Itagui,1,0,8.5,0,0,4
Turista,6,medio,Tarde,Universidad,Poblado,1,0,13.2,0,1,0
Premium,5,alto,Flexible,Sabaneta,Suramericana,1,1,7.7,0,1,7
Premium,6,alto,Flexible,Sabaneta,Aguacatala,1,1,7.4,1,0,4
Premium,24,alto,Flexible,Madera,Niquia,0,1,11.6,1,0,8
Premium,7,alto,Flexible,San Antonio,Prado,1,1,9.8,3,1,2
Premium,15,alto,Flexible,Parque Berrio,Acevedo,1,1,7.0,0,1,3
Turista,8,medio,Tarde,Cisneros,Poblado,1,0,12.1,0,1,7
Turista,13,medio,Tarde,Niquia,Santa Lucia,1,0,7.8,3,1,1
Frecuente,43,bajo,Hora Pico,Caribe,Itagui,1,0,6.2,1,1,5
Premium,23,alto,Flexible,Aguacatala,Poblado,0,1,11.8,3,1,2
Frecuente,46,bajo,Hora Pico,Cisneros,Alpujarra,1,0,7.7,2,1,6
Ocasional,3,bajo,Tarde,Acevedo,Niquia,1,0,3.1,1,1,1
Frecuente,21,bajo,Fuera de Hora Pico,Alpujarra,Sabaneta,1,0,11.5,3,1,5
Turista,6,medio,Tarde,Santa Lucia,Prado,1,0,10.2,1,1,6
Frecuente,33,bajo,Fuera de Hora Pico,Alpujarra,Sabaneta,1,0,13.4,2,1,1
Frecuente,54,bajo,Fuera de Hora Pico,Santa Lucia,Ayura,1,0,9.0,0,0,8
Ocasional,2,bajo,Mañana,Hospital,Cisneros,0,0,8.7,2,1,2
Frecuente,32,bajo,Hora Pico,Prado,Hospital,1,0,5.0,0,1,7
Ocasional,8,bajo,Mañana,Aguacatala,Envigado,0,0,8.8,3,0,8
Turista,15,medio,Tarde,Cisneros,Sabaneta,1,0,10.8,0,0,2
