estacion,dia_semana,hora,es_hora_pico,es_finde_semana,afluencia_1,afluencia_2,afluencia_3,afluencia_4,afluencia_promedio,capacidad_estacion,porcentaje_ocupacion,tiempo_espera_min,nivel_congestion,clima,evento_especial
Hospital,Domingo,2,0,1,226,315,229,166,234.0,5000,4.7,4.1,Bajo,Lluvia,1
Caribe,Jueves,15,0,0,532,1139,915,501,771.8,5000,15.4,3.4,Bajo,Soleado,0
La Estrella,Domingo,19,1,1,621,1292,918,1434,1066.2,5000,21.3,21.8,Bajo,Tormenta,0
Santa Lucia,Sabado,17,1,1,1489,1347,809,1464,1277.2,5000,25.5,20.7,Bajo,Soleado,0
La Estrella,Martes,13,1,0,1052,4261,1511,3137,2490.2,5000,49.8,11.9,Bajo,Lluvia,0
Tricentenario,Martes,23,0,0,273,573,414,293,388.2,5000,7.8,9.1,Bajo,Lluvia,0
Cisneros,Sabado,22,0,1,327,641,791,971,682.5,5000,13.7,4.9,Bajo,Soleado,0
La Estrella,Domingo,11,1,1,1503,1261,1612,2143,1629.8,5000,32.6,6.7,Bajo,Tormenta,0
Caribe,Martes,4,0,0,238,154,507,423,330.5,5000,6.6,5.5,Bajo,Tormenta,0
Poblado,Miercoles,2,0,0,796,1525,905,805,1007.8,5000,20.2,11.6,Bajo,Nublado,0
Prado,Miercoles,13,1,0,2250,2427,1188,2340,2051.2,5000,41.0,20.3,Bajo,Lluvia,0
Cisneros,Sabado,7,1,1,616,1499,754,440,827.2,5000,16.5,3.8,Bajo,Lluvia,0
Acevedo,Sabado,8,1,1,2772,4431,1435,3461,3024.8,5000,60.5,21.3,Medio,Tormenta,0
Universidad,Viernes,9,0,0,1040,514,1504,1235,1073.2,5000,21.5,7.4,Bajo,Soleado,0
Suramericana,Domingo,19,1,1,2129,1276,470,1251,1281.5,5000,25.6,19.9,Bajo,Soleado,1
Alpujarra,Jueves,4,0,0,460,368,643,1242,678.2,5000,13.6,6.6,Bajo,Nublado,1
Alpujarra,Jueves,15,0,0,3647,1445,4126,3620,3209.5,5000,64.2,7.9,Medio,Nublado,0
Santa Lucia,Sabado,4,0,1,256,347,206,81,222.5,5000,4.5,6.1,Bajo,Tormenta,0
Alpujarra,Lunes,2,0,0,377,1162,934,486,739.8,5000,14.8,12.4,Bajo,Lluvia,0
Caribe,Viernes,9,0,0,697,727,1956,1221,1150.2,5000,23.0,11.1,Bajo,Tormenta,0
Tricentenario,Lunes,4,0,0,350,352,255,230,296.8,5000,5.9,3.6,Bajo,Nublado,0
Niquia,Sabado,10,0,1,1587,718,2253,1363,1480.2,5000,29.6,5.7,Bajo,Lluvia,0
Prado,Viernes,1,0,0,174,520,553,312,389.8,5000,7.8,6.4,Bajo,Soleado,0
Alpujarra,Jueves,23,0,0,816,1095,540,426,719.2,5000,14.4,9.4,Bajo,Nublado,0
Universidad,Jueves,2,0,0,344,256,306,239,286.2,5000,5.7,12.2,Bajo,Soleado,1
Santa Lucia,Martes,12,1,0,2554,2845,1157,1030,1896.5,5000,37.9,11.6,Bajo,Soleado,0
Hospital,Martes,17,1,0,2908,995,1873,1507,1820.8,5000,36.4,20.4,Bajo,Nublado,0
San Javier,Martes,23,0,0,511,674,727,314,556.5,5000,11.1,10.5,Bajo,Soleado,0
Floresta,Lunes,20,0,0,1818,987,1442,1091,1334.5,5000,26.7,14.6,Bajo,Soleado,0
Universidad,Lunes,12,1,0,2007,3146,3278,2226,2664.2,5000,53.3,19.8,Medio,Nublado,0
Floresta,Viernes,14,1,0,1308,897,1617,1231,1263.2,5000,25.3,21.7,Bajo,Nublado,0
Itagui,Lunes,11,1,0,1128,1657,3226,2339,2087.5,5000,41.8,12.3,Bajo,Nublado,0
Prado,Jueves,16,0,0,875,2267,1467,1634,1560.8,5000,31.2,15.0,Bajo,Nublado,0
Universidad,Sabado,23,0,1,182,158,242,261,210.8,5000,4.2,12.8,Bajo,Tormenta,1
Poblado,Viernes,2,0,0,1233,1194,593,352,843.0,5000,16.9,14.0,Bajo,Tormenta,0
Alpujarra,Jueves,6,1,0,4933,6262,3003,6519,5179.2,5000,103.6,4.6,Alto,Tormenta,0
Alpujarra,Lunes,20,0,0,1188,1326,2319,2642,1868.8,5000,37.4,12.3,Bajo,Soleado,0
Aguacatala,Lunes,7,1,0,2725,2987,4037,1227,2744.0,5000,54.9,9.8,Medio,Nublado,1
San Antonio,Sabado,9,0,1,1752,1469,1968,1792,1745.2,5000,34.9,8.2,Bajo,Lluvia,0
Hospital,Viernes,14,1,0,1360,1476,1523,3232,1897.8,5000,38.0,21.1,Bajo,Soleado,0
Itagui,Lunes,23,0,0,324,254,294,498,342.5,5000,6.9,8.5,Bajo,Tormenta,0
Bello,Domingo,15,0,1,889,860,1080,748,894.2,5000,17.9,14.5,Bajo,Lluvia,0
Itagui,Viernes,1,0,0,207,359,120,266,238.0,5000,4.8,9.3,Bajo,Lluvia,0
Exposiciones,Jueves,6,1,0,1591,2083,2750,3254,2419.5,5000,48.4,6.0,Bajo,Tormenta,0
Bello,Domingo,7,1,1,588,1407,2299,599,1223.2,5000,24.5,17.5,Bajo,Lluvia,0
Bello,Viernes,2,0,0,318,262,380,312,318.0,5000,6.4,6.0,Bajo,Nublado,0
Santa Lucia,Martes,6,1,0,2415,1612,3028,2391,2361.5,5000,47.2,4.8,Bajo,Nublado,0
Hospital,Jueves,11,1,0,1524,2628,2562,3828,2635.5,5000,52.7,18.5,Medio,Lluvia,0
Industriales,Viernes,18,1,0,2096,2868,1719,1471,2038.5,5000,40.8,12.3,Bajo,Nublado,0
Poblado,Jueves,15,0,0,2381,1590,1499,3628,2274.5,5000,45.5,14.5,Bajo,Soleado,0
Hospital,Domingo,1,0,1,157,113,291,220,195.2,5000,3.9,8.2,Bajo,Tormenta,0
Niquia,Lunes,9,0,0,2063,1308,1567,2519,1864.2,5000,37.3,2.6,Bajo,Tormenta,0
Aguacatala,Miercoles,19,1,0,2971,1434,1541,3755,2425.2,5000,48.5,18.8,Bajo,Lluvia,0
Poblado,Miercoles,21,0,0,3659,2928,2860,1418,2716.2,5000,54.3,2.6,Medio,Soleado,1
San Antonio,Domingo,16,0,1,1909,797,1516,2198,1605.0,5000,32.1,7.9,Bajo,Nublado,0
Exposiciones,Lunes,21,0,0,1735,1585,1783,1827,1732.5,5000,34.6,3.1,Bajo,Lluvia,0
Hospital,Miercoles,17,1,0,1976,2314,3036,2482,2452.0,5000,49.0,21.7,Bajo,Nublado,0
Industriales,Viernes,22,0,0,1113,1528,864,1736,1310.2,5000,26.2,6.1,Bajo,Lluvia,0
Itagui,Domingo,16,0,1,532,596,805,628,640.2,5000,12.8,3.8,Bajo,Lluvia,1
Poblado,Sabado,6,1,1,7441,6250,4957,8437,6771.2,5000,135.4,8.8,Alto,Lluvia,0
Aguacatala,Viernes,15,0,0,1984,1685,1876,1895,1860.0,5000,37.2,8.7,Bajo,Lluvia,0
Industriales,Sabado,15,0,1,721,903,589,903,779.0,5000,15.6,2.4,Bajo,Nublado,0
San Antonio,Jueves,2,0,0,534,606,1072,713,731.2,5000,14.6,13.9,Bajo,Tormenta,1
Exposiciones,Sabado,3,0,1,519,871,316,351,514.2,5000,10.3,9.9,Bajo,Nublado,0
Niquia,Domingo,8,1,1,910,2339,2893,1710,1963.0,5000,39.3,18.6,Bajo,Soleado,0
Poblado,Viernes,4,0,0,687,575,421,977,665.0,5000,13.3,7.4,Bajo,Soleado,0
La Estrella,Viernes,1,0,0,344,157,530,570,400.2,5000,8.0,7.1,Bajo,Lluvia,0
San Antonio,Martes,8,1,0,2678,6859,6041,6089,5416.8,5000,108.3,3.1,Alto,Soleado,0
Itagui,Viernes,16,0,0,1375,1969,1166,1317,1456.8,5000,29.1,3.1,Bajo,Lluvia,0
Ayura,Jueves,16,0,0,1268,1436,1019,711,1108.5,5000,22.2,10.6,Bajo,Nublado,1
Caribe,Martes,16,0,0,1352,687,1500,1206,1186.2,5000,23.7,7.8,Bajo,Nublado,0
Hospital,Domingo,17,1,1,660,878,1210,1580,1082.0,5000,21.6,12.3,Bajo,Soleado,0
Caribe,Jueves,6,1,0,2340,3366,4207,3278,3297.8,5000,66.0,18.3,Medio,Tormenta,0
Aguacatala,Domingo,18,1,1,1292,597,881,2153,1230.8,5000,24.6,9.9,Bajo,Soleado,1
Hospital,Viernes,4,0,0,486,602,562,482,533.0,5000,10.7,3.4,Bajo,Lluvia,0
Sabaneta,Miercoles,22,0,0,1318,859,1376,1479,1258.0,5000,25.2,2.3,Bajo,Soleado,0
Ayura,Martes,7,1,0,2092,1294,2878,1489,1938.2,5000,38.8,18.0,Bajo,Tormenta,0
Estadio,Viernes,12,1,0,1033,3497,2309,2642,2370.2,5000,47.4,11.7,Bajo,Tormenta,0
Envigado,Jueves,5,0,0,153,682,705,298,459.5,5000,9.2,9.2,Bajo,Lluvia,0
Aguacatala,Sabado,2,0,1,102,139,279,275,198.8,5000,4.0,14.2,Bajo,Soleado,0
Poblado,Jueves,1,0,0,1043,946,582,788,839.8,5000,16.8,9.0,Bajo,Soleado,0
Parque Berrio,Miercoles,0,0,0,302,247,583,332,366.0,5000,7.3,14.9,Bajo,Lluvia,0
Acevedo,Sabado,16,0,1,2487,2514,1186,1320,1876.8,5000,37.5,12.2,Bajo,Lluvia,0
Cisneros,Jueves,17,1,0,2028,2142,1255,2962,2096.8,5000,41.9,21.4,Bajo,Nublado,0
Sabaneta,Domingo,10,0,1,306,718,314,1508,711.5,5000,14.2,13.4,Bajo,Soleado,0
Estadio,Domingo,0,0,1,280,293,131,147,212.8,5000,4.3,4.0,Bajo,Soleado,0
Estadio,Martes,13,1,0,2294,2510,2015,2034,2213.2,5000,44.3,20.1,Bajo,Soleado,0
Itagui,Martes,21,0,0,594,1734,735,1375,1109.5,5000,22.2,3.2,Bajo,Lluvia,1
Madera,Miercoles,5,0,0,569,519,524,231,460.8,5000,9.2,5.3,Bajo,Soleado,1
Envigado,Sabado,6,1,1,2381,2182,1019,904,1621.5,5000,32.4,4.9,Bajo,Nublado,0
Tricentenario,Sabado,17,1,1,2260,2561,579,563,1490.8,5000,29.8,5.0,Bajo,Lluvia,0
Niquia,Martes,20,0,0,2118,2307,1589,1735,1937.2,5000,38.7,14.4,Bajo,Soleado,0
Floresta,Sabado,1,0,1,310,77,156,230,193.2,5000,3.9,2.1,Bajo,Soleado,1
Industriales,Viernes,5,0,0,121,334,514,422,347.8,5000,7.0,9.1,Bajo,Lluvia,0
Caribe,Martes,18,1,0,749,1860,4029,2608,2311.5,5000,46.2,11.4,Bajo,Soleado,0
Tricentenario,Lunes,17,1,0,3735,1552,1784,1189,2065.0,5000,41.3,3.9,Bajo,Tormenta,0
Parque Berrio,Lunes,12,1,0,746,3417,1666,812,1660.2,5000,33.2,11.0,Bajo,Nublado,0
Prado,Jueves,7,1,0,2455,2070,3302,3141,2742.0,5000,54.8,6.2,Medio,Nublado,0
Aguacatala,Jueves,14,1,0,1859,2276,3031,2916,2520.5,5000,50.4,13.3,Medio,Tormenta,0
Bello,Domingo,21,0,1,313,475,544,793,531.2,5000,10.6,6.4,Bajo,Nublado,0
Universidad,Viernes,2,0,0,293,611,500,730,533.5,5000,10.7,3.8,Bajo,Tormenta,0
Envigado,Lunes,22,0,0,1803,1158,666,2223,1462.5,5000,29.2,13.8,Bajo,Soleado,0
Hospital,Sabado,13,1,1,1928,790,748,1262,1182.0,5000,23.6,16.6,Bajo,Tormenta,0
La Estrella,Sabado,15,0,1,907,377,634,969,721.8,5000,14.4,10.6,Bajo,Tormenta,0
La Estrella,Lunes,5,0,0,136,429,336,324,306.2,5000,6.1,4.9,Bajo,Nublado,1
Acevedo,Lunes,6,1,0,5822,4096,4607,8380,5726.2,5000,114.5,9.6,Alto,Lluvia,1
Hospital,Jueves,0,0,0,238,176,408,310,283.0,5000,5.7,2.7,Bajo,Tormenta,0
Sabaneta,Martes,1,0,0,251,316,716,335,404.5,5000,8.1,5.4,Bajo,Lluvia,1
Suramericana,Miercoles,2,0,0,342,327,518,356,385.8,5000,7.7,13.4,Bajo,Tormenta,0
Alpujarra,Domingo,13,1,1,4299,1715,3782,1902,2924.5,5000,58.5,10.9,Medio,Tormenta,0
Aguacatala,Domingo,6,1,1,1993,1357,1244,1555,1537.2,5000,30.7,7.7,Bajo,Soleado,1
Itagui,Domingo,13,1,1,1474,609,1004,2080,1291.8,5000,25.8,11.9,Bajo,Lluvia,1
La Estrella,Lunes,16,0,0,883,955,2292,773,1225.8,5000,24.5,13.6,Bajo,Soleado,0
Itagui,Martes,12,1,0,1751,1162,1342,3007,1815.5,5000,36.3,13.1,Bajo,Nublado,0
Envigado,Lunes,0,0,0,595,323,357,514,447.2,5000,8.9,6.7,Bajo,Tormenta,0
Industriales,Domingo,17,1,1,1283,1306,1810,2447,1711.5,5000,34.2,18.1,Bajo,Soleado,0
Cisneros,Martes,6,1,0,3304,3342,4595,1791,3258.0,5000,65.2,10.4,Medio,Tormenta,1
La Estrella,Viernes,12,1,0,2558,1123,2172,1169,1755.5,5000,35.1,15.7,Bajo,Lluvia,0
La Estrella,Jueves,9,0,0,1362,1242,814,876,1073.5,5000,21.5,13.0,Bajo,Lluvia,0
Sabaneta,Lunes,2,0,0,375,351,282,390,349.5,5000,7.0,13.7,Bajo,Soleado,0
Caribe,Martes,14,1,0,3609,3251,3528,1517,2976.2,5000,59.5,3.8,Medio,Nublado,0
Prado,Domingo,22,0,1,329,479,1018,375,550.2,5000,11.0,9.3,Bajo,Lluvia,0
Santa Lucia,Domingo,6,1,1,1369,1613,2473,821,1569.0,5000,31.4,15.9,Bajo,Soleado,0
Bello,Martes,14,1,0,3230,846,3021,2211,2327.0,5000,46.5,15.9,Bajo,Tormenta,0
Envigado,Viernes,9,0,0,1293,1610,2164,708,1443.8,5000,28.9,6.9,Bajo,Tormenta,0
Caribe,Miercoles,20,0,0,729,1725,974,2072,1375.0,5000,27.5,8.5,Bajo,Lluvia,1
Itagui,Domingo,1,0,1,237,164,291,287,244.8,5000,4.9,2.4,Bajo,Lluvia,1
Envigado,Jueves,22,0,0,660,761,377,1041,709.8,5000,14.2,6.5,Bajo,Tormenta,1
Universidad,Sabado,5,0,1,243,253,451,359,326.5,5000,6.5,9.0,Bajo,Lluvia,0
Parque Berrio,Viernes,11,1,0,2763,1205,3555,2227,2437.5,5000,48.8,13.8,Bajo,Tormenta,1
San Antonio,Jueves,17,1,0,4125,7473,3735,4601,4983.5,5000,99.7,6.4,Alto,Lluvia,0
Alpujarra,Sabado,9,0,1,1242,2035,1139,1038,1363.5,5000,27.3,9.8,Bajo,Tormenta,0
Alpujarra,Viernes,16,0,0,1566,3421,3997,3294,3069.5,5000,61.4,7.1,Medio,Tormenta,1
Santa Lucia,Miercoles,10,0,0,2022,581,1725,1302,1407.5,5000,28.1,6.4,Bajo,Tormenta,1
Poblado,Viernes,12,1,0,4327,2412,1556,3872,3041.8,5000,60.8,20.2,Medio,Nublado,1
Tricentenario,Domingo,10,0,1,596,709,939,577,705.2,5000,14.1,13.9,Bajo,Nublado,0
La Estrella,Sabado,5,0,1,142,105,206,266,179.8,5000,3.6,13.4,Bajo,Tormenta,0
Prado,Jueves,21,0,0,1292,915,721,480,852.0,5000,17.0,9.3,Bajo,Nublado,1
Hospital,Domingo,18,1,1,823,850,2462,2421,1639.0,5000,32.8,12.0,Bajo,Soleado,1
Exposiciones,Miercoles,8,1,0,2645,3300,855,1713,2128.2,5000,42.6,20.4,Bajo,Soleado,1
Ayura,Sabado,11,1,1,1826,1857,1269,698,1412.5,5000,28.2,3.5,Bajo,Lluvia,0
Caribe,Martes,14,1,0,2773,1958,997,792,1630.0,5000,32.6,16.2,Bajo,Soleado,0
Niquia,Domingo,14,1,1,2393,2206,2862,3258,2679.8,5000,53.6,11.6,Medio,Soleado,0
Alpujarra,Jueves,22,0,0,3747,2624,3891,3615,3469.2,5000,69.4,8.0,Medio,Lluvia,0
Alpujarra,Viernes,15,0,0,4292,2225,2859,2744,3030.0,5000,60.6,6.4,Medio,Tormenta,1
Caribe,Jueves,6,1,0,2827,1303,2901,2673,2426.0,5000,48.5,4.1,Bajo,Nublado,0
Universidad,Sabado,17,1,1,851,835,1802,1117,1151.2,5000,23.0,11.9,Bajo,Nublado,1
Ayura,Viernes,17,1,0,2733,1874,1769,2818,2298.5,5000,46.0,15.3,Bajo,Lluvia,0
Madera,Viernes,2,0,0,483,363,423,269,384.5,5000,7.7,12.8,Bajo,Soleado,0
Sabaneta,Miercoles,8,1,0,2597,1496,1450,2668,2052.8,5000,41.1,10.5,Bajo,Lluvia,0
Madera,Domingo,5,0,1,351,96,92,314,213.2,5000,4.3,3.1,Bajo,Tormenta,0
Suramericana,Lunes,22,0,0,1916,1112,1327,813,1292.0,5000,25.8,14.4,Bajo,Soleado,1
Aguacatala,Domingo,2,0,1,208,187,312,190,224.2,5000,4.5,9.8,Bajo,Tormenta,1
Ayura,Martes,15,0,0,1011,1079,670,2309,1267.2,5000,25.3,12.4,Bajo,Tormenta,1
San Antonio,Jueves,6,1,0,4107,3985,7232,6176,5375.0,5000,107.5,21.0,Alto,Tormenta,0
Universidad,Miercoles,23,0,0,229,674,158,207,317.0,5000,6.3,3.0,Bajo,Lluvia,0
Alpujarra,Viernes,1,0,0,991,450,399,473,578.2,5000,11.6,13.3,Bajo,Tormenta,0
Ayura,Martes,18,1,0,1516,1880,2744,4250,2597.5,5000,51.9,10.9,Medio,Nublado,1
Ayura,Sabado,14,1,1,543,2109,808,541,1000.2,5000,20.0,7.4,Bajo,Nublado,0
Hospital,Miercoles,2,0,0,656,513,367,288,456.0,5000,9.1,12.7,Bajo,Tormenta,1
Exposiciones,Miercoles,5,0,0,243,272,330,476,330.2,5000,6.6,5.2,Bajo,Nublado,0
Cisneros,Viernes,13,1,0,1003,1842,2706,2533,2021.0,5000,40.4,21.9,Bajo,Nublado,0
Envigado,Miercoles,22,0,0,2276,1244,1348,2328,1799.0,5000,36.0,4.0,Bajo,Nublado,0
Prado,Jueves,21,0,0,1266,1109,1770,500,1161.2,5000,23.2,11.6,Bajo,Nublado,1
Ayura,Lunes,4,0,0,372,385,440,184,345.2,5000,6.9,6.5,Bajo,Lluvia,1
Hospital,Viernes,22,0,0,741,1740,1538,2323,1585.5,5000,31.7,3.7,Bajo,Soleado,0
San Javier,Miercoles,1,0,0,281,217,659,325,370.5,5000,7.4,11.7,Bajo,Tormenta,0
Madera,Domingo,6,1,1,2346,2621,1697,2160,2206.0,5000,44.1,14.5,Bajo,Nublado,0
Ayura,Jueves,7,1,0,2253,1826,3836,1847,2440.5,5000,48.8,21.6,Bajo,Tormenta,0
Aguacatala,Jueves,11,1,0,3438,3210,2242,2393,2820.8,5000,56.4,12.7,Medio,Tormenta,0
Acevedo,Viernes,19,1,0,5406,4687,7302,1700,4773.8,5000,95.5,15.8,Alto,Soleado,0
Caribe,Viernes,23,0,0,161,443,377,416,349.2,5000,7.0,14.8,Bajo,Soleado,0
Acevedo,Martes,19,1,0,3604,2289,6393,5388,4418.5,5000,88.4,6.5,Alto,Soleado,0
Estadio,Martes,16,0,0,850,796,856,1241,935.8,5000,18.7,11.6,Bajo,Lluvia,1
Envigado,Lunes,15,0,0,1605,486,1166,1282,1134.8,5000,22.7,13.9,Bajo,Tormenta,0
Bello,Miercoles,0,0,0,354,383,268,226,307.8,5000,6.2,2.7,Bajo,Tormenta,0
Caribe,Miercoles,23,0,0,243,202,385,252,270.5,5000,5.4,3.8,Bajo,Soleado,1
Cisneros,Martes,11,1,0,1709,771,1632,1343,1363.8,5000,27.3,5.2,Bajo,Tormenta,1
Industriales,Sabado,4,0,1,350,182,257,127,229.0,5000,4.6,12.5,Bajo,Nublado,0
Poblado,Sabado,4,0,1,761,981,1118,599,864.8,5000,17.3,7.3,Bajo,Nublado,0
Aguacatala,Miercoles,13,1,0,1879,1801,2609,1165,1863.5,5000,37.3,12.0,Bajo,Nublado,0
Prado,Viernes,16,0,0,652,1791,2262,1517,1555.5,5000,31.1,7.9,Bajo,Lluvia,0
La Estrella,Viernes,9,0,0,910,837,2010,1307,1266.0,5000,25.3,12.8,Bajo,Soleado,0
Alpujarra,Domingo,20,0,1,2026,840,2665,1190,1680.2,5000,33.6,6.8,Bajo,Nublado,0
Parque Berrio,Domingo,13,1,1,6586,1734,1887,2721,3232.0,5000,64.6,4.3,Medio,Soleado,1
Tricentenario,Miercoles,7,1,0,2044,1368,3359,3753,2631.0,5000,52.6,16.5,Medio,Soleado,1
La Estrella,Lunes,4,0,0,560,345,332,309,386.5,5000,7.7,10.2,Bajo,Soleado,1
Aguacatala,Sabado,7,1,1,1123,1062,1417,1048,1162.5,5000,23.2,11.8,Bajo,Nublado,0
Ayura,Sabado,9,0,1,495,669,695,423,570.5,5000,11.4,5.2,Bajo,Lluvia,1
Ayura,Miercoles,7,1,0,2241,1263,2634,1680,1954.5,5000,39.1,8.8,Bajo,Nublado,0
San Antonio,Viernes,8,1,0,4405,7406,7991,6664,6616.5,5000,132.3,9.2,Alto,Tormenta,0
Exposiciones,Domingo,16,0,1,2206,3116,3490,2725,2884.2,5000,57.7,12.8,Medio,Tormenta,0
Exposiciones,Domingo,6,1,1,4313,2477,2116,1755,2665.2,5000,53.3,4.4,Medio,Tormenta,0
Envigado,Viernes,22,0,0,2151,1193,992,1096,1358.0,5000,27.2,4.3,Bajo,Nublado,0
Tricentenario,Lunes,10,0,0,1888,669,1340,707,1151.0,5000,23.0,9.9,Bajo,Soleado,0
San Javier,Martes,14,1,0,3218,2610,1617,2920,2591.2,5000,51.8,21.0,Medio,Soleado,0
Caribe,Viernes,8,1,0,1561,2319,1178,3849,2226.8,5000,44.5,8.3,Bajo,Tormenta,0
Ayura,Jueves,19,1,0,2452,1684,2305,1942,2095.8,5000,41.9,17.4,Bajo,Soleado,0
Estadio,Lunes,3,0,0,337,272,313,477,349.8,5000,7.0,9.6,Bajo,Nublado,0
San Javier,Sabado,0,0,1,253,294,201,362,277.5,5000,5.5,3.7,Bajo,Nublado,0
Sabaneta,Jueves,17,1,0,1050,3697,2383,2420,2387.5,5000,47.8,6.5,Bajo,Nublado,0
Floresta,Sabado,11,1,1,826,1815,1143,1495,1319.8,5000,26.4,4.0,Bajo,Nublado,1
Madera,Jueves,2,0,0,210,568,444,616,459.5,5000,9.2,6.4,Bajo,Nublado,0
Estadio,Sabado,20,0,1,927,533,289,1188,734.2,5000,14.7,9.4,Bajo,Lluvia,0
Alpujarra,Sabado,8,1,1,2278,2221,3223,2560,2570.5,5000,51.4,16.2,Medio,Soleado,0
Cisneros,Martes,20,0,0,835,1366,615,1078,973.5,5000,19.5,3.9,Bajo,Tormenta,0
Aguacatala,Jueves,1,0,0,429,398,436,352,403.8,5000,8.1,3.1,Bajo,Nublado,0
Parque Berrio,Miercoles,6,1,0,1447,2767,1236,3150,2150.0,5000,43.0,4.3,Bajo,Nublado,1
Itagui,Domingo,8,1,1,1644,1013,1002,950,1152.2,5000,23.0,16.2,Bajo,Nublado,0
Envigado,Lunes,4,0,0,363,293,695,269,405.0,5000,8.1,7.3,Bajo,Nublado,1
Prado,Jueves,4,0,0,456,554,393,282,421.2,5000,8.4,8.9,Bajo,Lluvia,0
Ayura,Domingo,18,1,1,1553,1493,1343,1222,1402.8,5000,28.1,13.7,Bajo,Tormenta,0
San Antonio,Lunes,18,1,0,2406,5845,7822,2900,4743.2,5000,94.9,10.0,Alto,Nublado,1
Madera,Sabado,6,1,1,1792,1745,1913,1712,1790.5,5000,35.8,21.3,Bajo,Nublado,0
Bello,Domingo,23,0,1,376,202,172,157,226.8,5000,4.5,11.7,Bajo,Tormenta,0
Hospital,Lunes,20,0,0,715,826,1211,2196,1237.0,5000,24.7,4.1,Bajo,Nublado,0
Poblado,Viernes,9,0,0,2631,3943,2595,2593,2940.5,5000,58.8,3.3,Medio,Nublado,0
Itagui,Domingo,2,0,1,182,75,74,155,121.5,5000,2.4,9.0,Bajo,Nublado,0
Itagui,Jueves,8,1,0,2457,2479,1781,1309,2006.5,5000,40.1,21.2,Bajo,Nublado,0
Aguacatala,Martes,8,1,0,1115,1955,3404,3292,2441.5,5000,48.8,9.0,Bajo,Soleado,1
Aguacatala,Domingo,2,0,1,277,168,300,288,258.2,5000,5.2,9.4,Bajo,Nublado,0
Acevedo,Jueves,19,1,0,7417,6286,3337,2860,4975.0,5000,99.5,17.4,Alto,Tormenta,0
Acevedo,Martes,1,0,0,518,604,499,509,532.5,5000,10.7,5.0,Bajo,Tormenta,0
Itagui,Jueves,23,0,0,349,458,513,594,478.5,5000,9.6,10.2,Bajo,Soleado,1
Acevedo,Sabado,6,1,1,2235,3677,3596,3973,3370.2,5000,67.4,3.1,Medio,Nublado,0
Estadio,Jueves,19,1,0,1607,2056,3001,3255,2479.8,5000,49.6,19.5,Bajo,Nublado,1
San Javier,Martes,19,1,0,3766,1832,1980,1095,2168.2,5000,43.4,15.1,Bajo,Nublado,0
Caribe,Lunes,0,0,0,229,230,678,406,385.8,5000,7.7,7.5,Bajo,Soleado,1
Alpujarra,Lunes,5,0,0,714,571,1246,922,863.2,5000,17.3,8.7,Bajo,Lluvia,0
Envigado,Domingo,16,0,1,750,596,442,831,654.8,5000,13.1,10.6,Bajo,Soleado,0
Industriales,Jueves,11,1,0,3521,2425,2297,1397,2410.0,5000,48.2,14.5,Bajo,Nublado,0
Sabaneta,Viernes,2,0,0,442,354,340,158,323.5,5000,6.5,8.6,Bajo,Nublado,1
San Antonio,Viernes,6,1,0,5038,4330,4670,4932,4742.5,5000,94.8,13.8,Alto,Lluvia,0
Universidad,Sabado,20,0,1,724,298,683,919,656.0,5000,13.1,6.8,Bajo,Soleado,1
Niquia,Viernes,4,0,0,998,1092,569,470,782.2,5000,15.6,12.5,Bajo,Lluvia,0
Santa Lucia,Jueves,4,0,0,671,518,524,543,564.0,5000,11.3,10.5,Bajo,Nublado,0
Niquia,Sabado,21,0,1,2465,1774,1793,750,1695.5,5000,33.9,10.4,Bajo,Nublado,1
Hospital,Miercoles,18,1,0,1572,1382,1476,1728,1539.5,5000,30.8,11.5,Bajo,Soleado,0
Parque Berrio,Miercoles,23,0,0,312,197,674,529,428.0,5000,8.6,13.0,Bajo,Lluvia,0
Bello,Viernes,18,1,0,2081,3304,898,2462,2186.2,5000,43.7,18.2,Bajo,Nublado,0
Poblado,Domingo,21,0,1,2617,5138,2705,4481,3735.2,5000,74.7,4.4,Medio,Soleado,1
Ayura,Martes,9,0,0,1167,599,572,596,733.5,5000,14.7,8.4,Bajo,Nublado,1
Acevedo,Miercoles,18,1,0,1685,2492,2115,5259,2887.8,5000,57.8,5.2,Medio,Soleado,0
Acevedo,Viernes,8,1,0,2150,6799,2896,5052,4224.2,5000,84.5,5.7,Alto,Tormenta,0
San Javier,Domingo,10,0,1,546,1248,516,764,768.5,5000,15.4,15.0,Bajo,Soleado,0
Caribe,Sabado,6,1,1,1536,2051,820,551,1239.5,5000,24.8,3.6,Bajo,Tormenta,0
Estadio,Sabado,13,1,1,1635,661,825,1259,1095.0,5000,21.9,16.5,Bajo,Nublado,0
Caribe,Lunes,9,0,0,1175,1873,1418,606,1268.0,5000,25.4,11.0,Bajo,Lluvia,1
Aguacatala,Martes,2,0,0,117,310,410,212,262.2,5000,5.2,14.0,Bajo,Lluvia,0
Parque Berrio,Lunes,18,1,0,1167,992,2368,1630,1539.2,5000,30.8,7.9,Bajo,Nublado,1
Floresta,Jueves,13,1,0,1642,3312,1660,2007,2155.2,5000,43.1,3.3,Bajo,Lluvia,0
Estadio,Martes,8,1,0,2043,2285,3142,2840,2577.5,5000,51.5,21.3,Medio,Nublado,1
Itagui,Miercoles,18,1,0,2391,3491,698,1134,1928.5,5000,38.6,5.7,Bajo,Tormenta,0
